"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","1436","0.0-0.0","spark_pilot_2","7496","8","22","Male","[{""event"":""blur"",""trial"":1,""time"":19077},{""event"":""focus"",""trial"":1,""time"":62059},{""event"":""blur"",""trial"":1,""time"":117125},{""event"":""focus"",""trial"":1,""time"":117139}]"
