"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","945","0.0-0.0","spark_pilot_2","7388","7","16","Male","[{""event"":""blur"",""trial"":1,""time"":16834},{""event"":""focus"",""trial"":1,""time"":16838}]"
