"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","3922","0.0-0.0","spark_pilot_2","7305","5","11","Female","[{""event"":""blur"",""trial"":1,""time"":11880}]"
