"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","3457","0.0-0.0","spark_pilot_2","9609","8","7","Female","[{""event"":""blur"",""trial"":1,""time"":161710},{""event"":""focus"",""trial"":1,""time"":161711},{""event"":""blur"",""trial"":1,""time"":174174},{""event"":""focus"",""trial"":1,""time"":174176}]"
