"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","1238","0.0-0.0","spark_pilot_2","7411","7","17","Male","[{""event"":""blur"",""trial"":1,""time"":2195},{""event"":""focus"",""trial"":1,""time"":4570},{""event"":""blur"",""trial"":1,""time"":132448}]"
