"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","8","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","9","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""B"",""D"",""A""],""boats_demo"":[""G"",""F"",""E"",""H""],""islands"":[""B"",""A""],""subject_id"":""13995"",""age"":""20"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1446","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":5820}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","6773","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","10265","0.0-4.0-0.0","","","","","","","","","","3320","audio/beep_loop.wav","audiovolumedown","","","","","","","","","","","","","",""
"audio-test","5","13858","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","16594","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","53865","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","61070","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","6073.400000000023","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","63037","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","850.4000000000233","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","65816","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","1675.5","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","11","141986","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","151400","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","5541.699999999953","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","155835","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","1701.5","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","159787","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1027.8000000000466","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","167243","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","188682","0.0-5.0-0.0-5.0","","","","","","","","","","19839.5","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","17","267985","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","18","296620","0.0-6.0-0.0-1.0","","","","","","","","","","26991.29999999993","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","19","311738","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","20","317661","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","3919.3000000000466","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","21","320960","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","1355.9000000000233","","1","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","22","323518","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","585.6999999999534","","2","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","23","326501","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1116.2000000000698","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","24","335589","0.0-7.0-0.0-2.0","","","","","","","","","","8353.20000000007","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","25","346394","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","350921","0.0-8.0-0.0-1.0","","","","","","","","","","3883.79999999993","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","27","373011","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","28","378336","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1356.5999999999767","","1101.6999999999534","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","383305","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","948.8000000000466","","1115.6999999999534","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","387267","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","2211.399999999907","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","392012","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","1010.1000000000931","","1030.0999999999767","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","395783","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1694.7999999999302","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","399788","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","673.8000000000466","","754.2999999999302","","0","0","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","34","427666","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","35","432929","0.0-11.0-0.0","","","","false","","","","","","","","","","1808","","367.0999999999767","","3","1","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","36","436512","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1144","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","37","440650","0.0-11.0-2.0","","","","false","","","","","","","","","","713.0999999999767","","299.5999999999767","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","38","443981","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1411.5999999999767","","1","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","39","447214","0.0-11.0-4.0","","","","false","","","","","","","","","","551.6999999999534","","34.10000000009313","","3","0","arrowright","1","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","40","449776","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1073.0999999999767","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","41","453070","0.0-11.0-6.0","","","","false","","","","","","","","","","719.3000000000466","","27","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","42","456135","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","1103.2000000000698","","2","1","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","43","459608","0.0-11.0-8.0","","","","false","","","","","","","","","","577.2999999999302","","348.5","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","44","462338","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","1016.4000000000233","","3","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","45","465856","0.0-11.0-10.0","","","","false","","","","","","","","","","534.5","","97.30000000004657","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","46","468308","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","806","","0","0","null","null","arrowup","[0.15,0.85,0.675,0.325]","","",""
"sailing-trial","47","471990","0.0-11.0-12.0","","","","false","","","","","","","","","","446.5","","372.30000000004657","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.675,0.325]","","",""
