"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"sailing-trial","29","356667","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1396","","517.8999999761581","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","30","360968","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","2583.600000023842","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","31","365476","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","823.4000000059605","","491.80000001192093","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","32","369035","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1508.699999988079","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","33","373068","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","631.9000000059605","","598.7000000178814","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-instructions","34","396855","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","35","400707","0.0-11.0-0.0","","","","false","","","","","","","","","","648.4000000059605","","30.400000005960464","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","36","403529","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1149.0999999940395","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","37","407074","0.0-11.0-2.0","","","","false","","","","","","","","","","510.69999998807907","","272.59999999403954","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","38","410228","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1162.6000000238419","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","39","413752","0.0-11.0-4.0","","","","false","","","","","","","","","","452.89999997615814","","20","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","40","416301","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","931.3000000119209","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","41","419968","0.0-11.0-6.0","","","","false","","","","","","","","","","684.1999999880791","","198.30000001192093","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","42","422994","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","1081.5","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","43","426334","0.0-11.0-8.0","","","","false","","","","","","","","","","485.80000001192093","","166.2000000178814","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","44","429125","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","773.4000000059605","","3","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","45","432762","0.0-11.0-10.0","","","","false","","","","","","","","","","447.7000000178814","","314.09999999403954","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","46","435037","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","884.9000000059605","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","47","438676","0.0-11.0-12.0","","","","false","","","","","","","","","","480.69999998807907","","309.40000000596046","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","48","440966","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","804.2999999821186","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","49","444209","0.0-11.0-14.0","","","","false","","","","","","","","","","411.59999999403954","","361.39999997615814","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","50","447015","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","922.6000000238419","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","51","451425","0.0-11.0-16.0","","","","false","","","","","","","","","","949.5999999940395","","401.09999999403954","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","52","454041","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","1037.7999999821186","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","53","457629","0.0-11.0-18.0","","","","false","","","","","","","","","","495.5","","462.40000000596046","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","54","459915","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","960.6999999880791","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","55","464337","0.0-11.0-20.0","","","","false","","","","","","","","","","1064.9000000059605","","453.2999999821186","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","56","468441","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","2046.5","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","57","471973","0.0-11.0-22.0","","","","false","","","","","","","","","","510.2999999821186","","357.2999999821186","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","58","474849","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","703.9000000059605","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","59","478317","0.0-11.0-24.0","","","","false","","","","","","","","","","504","","58.30000001192093","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","60","481471","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","1189.6000000238419","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","61","484638","0.0-11.0-26.0","","","","false","","","","","","","","","","373","","228.39999997615814","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","62","487529","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","1413","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","63","491439","0.0-11.0-28.0","","","","false","","","","","","","","","","524.4000000059605","","370.80000001192093","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","64","493895","0.0-11.0-29.0","","","","false","","","","","","","","","","null","","852.7000000178814","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","65","497997","0.0-11.0-30.0","","","","false","","","","","","","","","","693.9000000059605","","779.7000000178814","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","66","500514","0.0-11.0-31.0","","","","false","","","","","","","","","","null","","844.0999999940395","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","67","503858","0.0-11.0-32.0","","","","false","","","","","","","","","","498.40000000596046","","320.59999999403954","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","68","506782","0.0-11.0-33.0","","","","false","","","","","","","","","","null","","1124.800000011921","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","69","510459","0.0-11.0-34.0","","","","false","","","","","","","","","","670.3000000119209","","448.80000001192093","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","70","513314","0.0-11.0-35.0","","","","false","","","","","","","","","","null","","1045.4000000059605","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","71","516738","0.0-11.0-36.0","","","","false","","","","","","","","","","597.5999999940395","","232.59999999403954","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","72","519587","0.0-11.0-37.0","","","","false","","","","","","","","","","null","","847","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","73","522430","0.0-11.0-38.0","","","","false","","","","","","","","","","450.90000000596046","","19.599999994039536","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","74","524676","0.0-11.0-39.0","","","","false","","","","","","","","","","null","","918.7999999821186","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","75","528027","0.0-11.0-40.0","","","","false","","","","","","","","","","558.4000000059605","","480.2999999821186","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","76","529961","0.0-11.0-41.0","","","","false","","","","","","","","","","null","","639.6999999880791","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","77","534170","0.0-11.0-42.0","","","","false","","","","","","","","","","521.0999999940395","","573.2999999821186","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","78","536374","0.0-11.0-43.0","","","","false","","","","","","","","","","null","","964","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","79","539550","0.0-11.0-44.0","","","","false","","","","","","","","","","485.40000000596046","","359.90000000596046","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","80","542233","0.0-11.0-45.0","","","","false","","","","","","","","","","null","","646.5999999940395","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","81","545728","0.0-11.0-46.0","","","","false","","","","","","","","","","586.5","","442.69999998807907","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","82","548212","0.0-11.0-47.0","","","","false","","","","","","","","","","null","","997.5999999940395","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","83","551793","0.0-11.0-48.0","","","","false","","","","","","","","","","638","","480.40000000596046","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","84","554180","0.0-11.0-49.0","","","","false","","","","","","","","","","null","","555","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","85","557672","0.0-11.0-50.0","","","","false","","","","","","","","","","548.8000000119209","","68.5","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","86","560263","0.0-11.0-51.0","","","","false","","","","","","","","","","null","","756.6000000238419","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","87","563730","0.0-11.0-52.0","","","","false","","","","","","","","","","543.9000000059605","","154.2999999821186","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","88","565879","0.0-11.0-53.0","","","","false","","","","","","","","","","null","","829.6999999880791","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","89","569862","0.0-11.0-54.0","","","","false","","","","","","","","","","651.6999999880791","","419.30000001192093","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","90","572878","0.0-11.0-55.0","","","","false","","","","","","","","","","null","","1140.0999999940395","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","91","576024","0.0-11.0-56.0","","","","false","","","","","","","","","","544.5999999940395","","271.2000000178814","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","92","578337","0.0-11.0-57.0","","","","false","","","","","","","","","","null","","872.7999999821186","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","93","581939","0.0-11.0-58.0","","","","false","","","","","","","","","","540.0999999940395","","235.59999999403954","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","94","585159","0.0-11.0-59.0","","","","false","","","","","","","","","","null","","952.2999999821186","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","95","590402","0.0-11.0-60.0","","","","false","","","","","","","","","","377.40000000596046","","2406.7000000178814","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","96","593977","0.0-11.0-61.0","","","","false","","","","","","","","","","null","","2239.300000011921","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","97","597758","0.0-11.0-62.0","","","","false","","","","","","","","","","432.90000000596046","","464.80000001192093","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","98","600637","0.0-11.0-63.0","","","","false","","","","","","","","","","null","","1042.5","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","99","604488","0.0-11.0-64.0","","","","false","","","","","","","","","","450.5","","378.80000001192093","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","100","608870","0.0-11.0-65.0","","","","false","","","","","","","","","","null","","1846.9000000059605","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","101","613060","0.0-11.0-66.0","","","","false","","","","","","","","","","522","","788.9000000059605","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","102","615603","0.0-11.0-67.0","","","","false","","","","","","","","","","null","","1108.8999999761581","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","103","618918","0.0-11.0-68.0","","","","false","","","","","","","","","","385.10000002384186","","351.2000000178814","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","104","621990","0.0-11.0-69.0","","","","false","","","","","","","","","","null","","1189.6000000238419","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","105","625957","0.0-11.0-70.0","","","","false","","","","","","","","","","463.5","","661.0999999940395","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","106","630003","0.0-11.0-71.0","","","","false","","","","","","","","","","null","","2226.300000011921","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","107","633318","0.0-11.0-72.0","","","","false","","","","","","","","","","609.8000000119209","","389.69999998807907","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","108","636090","0.0-11.0-73.0","","","","false","","","","","","","","","","null","","873.0999999940395","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","109","639832","0.0-11.0-74.0","","","","false","","","","","","","","","","806","","472.40000000596046","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","110","642464","0.0-11.0-75.0","","","","false","","","","","","","","","","null","","936.2000000178814","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","111","646158","0.0-11.0-76.0","","","","false","","","","","","","","","","500.60000002384186","","344.7999999821186","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","112","649580","0.0-11.0-77.0","","","","false","","","","","","","","","","null","","1163.2000000178814","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","113","654912","0.0-11.0-78.0","","","","false","","","","","","","","","","737.5999999940395","","1957","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","114","658509","0.0-11.0-79.0","","","","false","","","","","","","","","","null","","1594.7999999821186","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","115","661691","0.0-11.0-80.0","","","","false","","","","","","","","","","650.1999999880791","","285.2000000178814","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","116","665823","0.0-11.0-81.0","","","","false","","","","","","","","","","null","","2559.0999999940395","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","117","668863","0.0-11.0-82.0","","","","false","","","","","","","","","","397.09999999403954","","110.09999999403954","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","118","672046","0.0-11.0-83.0","","","","false","","","","","","","","","","null","","1000.8000000119209","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","119","675407","0.0-11.0-84.0","","","","false","","","","","","","","","","307.09999999403954","","190.2000000178814","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","120","677914","0.0-11.0-85.0","","","","false","","","","","","","","","","null","","1242.300000011921","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","121","681374","0.0-11.0-86.0","","","","false","","","","","","","","","","419.90000000596046","","510.59999999403954","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","122","684524","0.0-11.0-87.0","","","","false","","","","","","","","","","null","","1224.7999999821186","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","123","687703","0.0-11.0-88.0","","","","false","","","","","","","","","","496","","203","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","124","690223","0.0-11.0-89.0","","","","false","","","","","","","","","","null","","784.4000000059605","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","125","694276","0.0-11.0-90.0","","","","false","","","","","","","","","","576.8000000119209","","362","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","126","697410","0.0-11.0-91.0","","","","false","","","","","","","","","","null","","1105.9000000059605","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","127","700973","0.0-11.0-92.0","","","","false","","","","","","","","","","485.30000001192093","","241.2000000178814","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","128","704303","0.0-11.0-93.0","","","","false","","","","","","","","","","null","","959.8000000119209","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","129","707392","0.0-11.0-94.0","","","","false","","","","","","","","","","303.40000000596046","","422.09999999403954","","3","0","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","130","709684","0.0-11.0-95.0","","","","false","","","","","","","","","","null","","850.7999999821186","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","131","712670","0.0-11.0-96.0","","","","false","","","","","","","","","","444.60000002384186","","219.69999998807907","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","132","715601","0.0-11.0-97.0","","","","false","","","","","","","","","","null","","1623.5999999940395","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","133","719221","0.0-11.0-98.0","","","","false","","","","","","","","","","438.60000002384186","","300.59999999403954","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","134","722706","0.0-11.0-99.0","","","","false","","","","","","","","","","null","","1605.5999999940395","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","135","726592","0.0-11.0-100.0","","","","false","","","","","","","","","","608.4000000059605","","362.2000000178814","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","136","729087","0.0-11.0-101.0","","","","false","","","","","","","","","","null","","769.1000000238419","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","137","732132","0.0-11.0-102.0","","","","false","","","","","","","","","","514.0999999940395","","332.19999998807907","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","138","734489","0.0-11.0-103.0","","","","false","","","","","","","","","","null","","959.3000000119209","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","139","737608","0.0-11.0-104.0","","","","false","","","","","","","","","","464","","387.80000001192093","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","140","742802","0.0-11.0-105.0","","","","false","","","","","","","","","","null","","2819.5999999940395","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","141","747001","0.0-11.0-106.0","","","","false","","","","","","","","","","801.8000000119209","","344.09999999403954","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","142","749549","0.0-11.0-107.0","","","","false","","","","","","","","","","null","","1051.9000000059605","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","143","752986","0.0-11.0-108.0","","","","false","","","","","","","","","","489.90000000596046","","50.900000005960464","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","144","756351","0.0-11.0-109.0","","","","false","","","","","","","","","","null","","1724.3999999761581","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","145","760194","0.0-11.0-110.0","","","","false","","","","","","","","","","961.8000000119209","","370.80000001192093","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","146","763397","0.0-11.0-111.0","","","","false","","","","","","","","","","null","","1465.5","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","147","766762","0.0-11.0-112.0","","","","false","","","","","","","","","","432.19999998807907","","36","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","148","769336","0.0-11.0-113.0","","","","false","","","","","","","","","","null","","662.0999999940395","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","149","773296","0.0-11.0-114.0","","","","false","","","","","","","","","","970.2999999821186","","110.39999997615814","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","150","775850","0.0-11.0-115.0","","","","false","","","","","","","","","","null","","918.3000000119209","","1","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","151","779815","0.0-11.0-116.0","","","","false","","","","","","","","","","502.90000000596046","","578.6999999880791","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","152","782068","0.0-11.0-117.0","","","","false","","","","","","","","","","null","","864.5","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","153","785935","0.0-11.0-118.0","","","","false","","","","","","","","","","696.1000000238419","","99","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","154","789413","0.0-11.0-119.0","","","","false","","","","","","","","","","null","","1179.800000011921","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
