"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"sailing-trial","100","897554","0.0-11.0-55.0","","","","false","","","","","","","","","","null","","1537.2999999523163","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","101","902624","0.0-11.0-56.0","","","","false","","","","","","","","","","1742","","273.40000009536743","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","102","906493","0.0-11.0-57.0","","","","false","","","","","","","","","","null","","1180","","1","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","103","911790","0.0-11.0-58.0","","","","false","","","","","","","","","","932","","1102.7000000476837","","0","0","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","104","916547","0.0-11.0-59.0","","","","false","","","","","","","","","","null","","769.7999999523163","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","105","923883","0.0-11.0-60.0","","","","false","","","","","","","","","","2498.399999976158","","395.89999997615814","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","106","926934","0.0-11.0-61.0","","","","false","","","","","","","","","","null","","1145.1000000238419","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","107","935020","0.0-11.0-62.0","","","","false","","","","","","","","","","1443.5","","2354","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","108","938922","0.0-11.0-63.0","","","","false","","","","","","","","","","null","","2024.3000000715256","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","109","947975","0.0-11.0-64.0","","","","false","","","","","","","","","","1375.2999999523163","","1094.5","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","110","951877","0.0-11.0-65.0","","","","false","","","","","","","","","","null","","1071.1000000238419","","0","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","111","959363","0.0-11.0-66.0","","","","false","","","","","","","","","","2562.4000000953674","","132.29999995231628","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","112","967249","0.0-11.0-67.0","","","","false","","","","","","","","","","null","","4358.799999952316","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","113","972856","0.0-11.0-68.0","","","","false","","","","","","","","","","1248.8999999761581","","723.8999999761581","","0","0","arrowleft","0","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","114","976787","0.0-11.0-69.0","","","","false","","","","","","","","","","null","","731.7000000476837","","3","1","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","115","981377","0.0-11.0-70.0","","","","false","","","","","","","","","","1420","","59.10000002384186","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","116","984473","0.0-11.0-71.0","","","","false","","","","","","","","","","null","","985.6000000238419","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","117","990074","0.0-11.0-72.0","","","","false","","","","","","","","","","1296.5","","1473.1000000238419","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","118","1005079","0.0-11.0-73.0","","","","true","","","","","","","","","","null","","null","","null","null","null","null","null","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","119","1009681","0.0-11.0-74.0","","","","false","","","","","","","","","","1123.1999999284744","","308.89999997615814","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","120","1013316","0.0-11.0-75.0","","","","false","","","","","","","","","","null","","1613.3999999761581","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","121","1019301","0.0-11.0-76.0","","","","false","","","","","","","","","","890.2999999523163","","1821","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","122","1022119","0.0-11.0-77.0","","","","false","","","","","","","","","","null","","835.1999999284744","","0","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","123","1027121","0.0-11.0-78.0","","","","false","","","","","","","","","","756.8999999761581","","404.10000002384186","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","124","1030039","0.0-11.0-79.0","","","","false","","","","","","","","","","null","","779.8999999761581","","1","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","125","1035191","0.0-11.0-80.0","","","","false","","","","","","","","","","1957.5","","115.29999995231628","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","126","1037432","0.0-11.0-81.0","","","","false","","","","","","","","","","null","","590.2999999523163","","2","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","127","1042443","0.0-11.0-82.0","","","","false","","","","","","","","","","1093.1999999284744","","695.6000000238419","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","128","1046598","0.0-11.0-83.0","","","","false","","","","","","","","","","null","","1161.7000000476837","","0","0","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","129","1053164","0.0-11.0-84.0","","","","false","","","","","","","","","","1107.1000000238419","","2302.7000000476837","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","130","1057151","0.0-11.0-85.0","","","","false","","","","","","","","","","null","","1089.1000000238419","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","131","1061501","0.0-11.0-86.0","","","","false","","","","","","","","","","783.5","","391.2999999523163","","3","1","arrowright","1","arrowright","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","132","1065053","0.0-11.0-87.0","","","","false","","","","","","","","","","null","","1485.7999999523163","","3","1","null","null","arrowup","[0.675,0.325,0.15,0.85]","",""
"sailing-trial","133","1069421","0.0-11.0-88.0","","","","false","","","","","","","","","","1550.8999999761581","","366.10000002384186","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","134","1072238","0.0-11.0-89.0","","","","false","","","","","","","","","","null","","916.6000000238419","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","135","1077442","0.0-11.0-90.0","","","","false","","","","","","","","","","710.6000000238419","","502.60000002384186","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","136","1079724","0.0-11.0-91.0","","","","false","","","","","","","","","","null","","276.2999999523163","","1","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","137","1083672","0.0-11.0-92.0","","","","false","","","","","","","","","","757.1000000238419","","324.8000000715256","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","138","1087293","0.0-11.0-93.0","","","","false","","","","","","","","","","null","","1635.8000000715256","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","139","1092429","0.0-11.0-94.0","","","","false","","","","","","","","","","1083.2999999523163","","616.8999999761581","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","140","1096914","0.0-11.0-95.0","","","","false","","","","","","","","","","null","","1257","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","141","1107567","0.0-11.0-96.0","","","","false","","","","","","","","","","897.1000000238419","","1045.1000000238419","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","142","1112870","0.0-11.0-97.0","","","","false","","","","","","","","","","null","","2312.2999999523163","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","143","1119638","0.0-11.0-98.0","","","","false","","","","","","","","","","1453.6000000238419","","1201.5","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","144","1122408","0.0-11.0-99.0","","","","false","","","","","","","","","","null","","1027.6000000238419","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","145","1126375","0.0-11.0-100.0","","","","false","","","","","","","","","","602.6000000238419","","758.3999999761581","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","146","1129227","0.0-11.0-101.0","","","","false","","","","","","","","","","null","","1176.2999999523163","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","147","1132894","0.0-11.0-102.0","","","","false","","","","","","","","","","597.2999999523163","","239.5","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","148","1136544","0.0-11.0-103.0","","","","false","","","","","","","","","","null","","1440.1999999284744","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","",""
"sailing-trial","149","1151549","0.0-11.0-104.0","","","","true","","","","","","","","","","null","","null","","null","null","null","null","null","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","150","1155738","0.0-11.0-105.0","","","","false","","","","","","","","","","null","","1195.1999999284744","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","151","1163522","0.0-11.0-106.0","","","","false","","","","","","","","","","1627.6999999284744","","1393.5","","3","1","arrowright","1","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","152","1167323","0.0-11.0-107.0","","","","false","","","","","","","","","","null","","810.8999999761581","","2","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","153","1174528","0.0-11.0-108.0","","","","false","","","","","","","","","","1076.3999999761581","","505.39999997615814","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","154","1177130","0.0-11.0-109.0","","","","false","","","","","","","","","","null","","984.8000000715256","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","155","1182129","0.0-11.0-110.0","","","","false","","","","","","","","","","1682.1000000238419","","637.6000000238419","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","156","1187908","0.0-11.0-111.0","","","","false","","","","","","","","","","null","","3716.5","","0","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","157","1192482","0.0-11.0-112.0","","","","false","","","","","","","","","","1104.8999999761581","","226","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.325,0.675]","",""
"sailing-trial","158","1198704","0.0-11.0-113.0","","","","false","","","","","","","","","","null","","4644.5","","3","0","null","null","arrowup","[0.85,0.15,0.325,0.675]","",""
