"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"pavlovia","0","17","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","19","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""A"",""B"",""C"",""D""],""boats_demo"":[""E"",""G"",""F"",""H""],""islands"":[""B"",""A""],""subject_id"":""13789"",""age"":""8"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","2872","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":20361}]","false","","","","","","","","","","","","","","","",""
"fullscreen","3","21315","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","24341","0.0-4.0-0.0","","","","","","","","","","2800","audio/beep_loop.wav"," ","","","","","","","","","","","","",""
"audio-test","5","32666","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","",""
"audio-test","6","36082","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","",""
"sailing-instructions","7","164122","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","8","198320","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","33049.299999952316","","null","","null","null","arrowleft","0","null","null","",""
"sailing-trial","9","222206","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","22753.200000047684","","null","","null","null","arrowright","1","null","null","",""
"sailing-trial","10","240003","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","16669","","null","","null","null","arrowleft","0","null","null","",""
"sailing-instructions","11","334823","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","",""
"sailing-trial","12","412891","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","53885.700000047684","","2","1","null","null","arrowleft","[1,1,1,1]","",""
"sailing-trial","13","451409","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","14492.900000095367","","3","1","null","null","arrowright","[1,1,1,1]","",""
"sailing-trial","14","471200","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","15774","","2","0","null","null","arrowleft","[0,0,0,0]","",""
"sailing-instructions","15","493255","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","16","620779","0.0-5.0-0.0-5.0","","","","","","","","","","116935.69999992847","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0"
"sailing-instructions","17","763241","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","18","933815","0.0-6.0-0.0-1.0","","","","","","","","","","133516.79999995232","","","","","","","","","","","","","","[""true"",""true"",""true""]","1"
"sailing-instructions","19","1212144","0.0-6.0-0.1-0.1","","","","","","","","[{""event"":""fullscreenenter"",""trial"":3,""time"":20361},{""event"":""blur"",""trial"":20,""time"":1278917},{""event"":""focus"",""trial"":20,""time"":1282429}]","false","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","20","1340328","0.0-6.0-0.1-1.1","","","","","","","","","","112559.79999995232","","","","","","","","","","","","","","[""true"",""false"",""true""]","0"
"sailing-instructions","21","1362456","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","22","1401323","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","35795.299999952316","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","23","1443937","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","29050.5","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","24","1524059","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","76702.70000004768","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","25","1550483","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","23402.900000095367","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-comprehension","26","1589554","0.0-7.0-0.0-2.0","","","","","","","","","","26080.699999928474","","","","","","","","","","","","","","[""false""]","0"
"sailing-instructions","27","1670181","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","28","1686779","0.0-8.0-0.0-1.0","","","","","","","","","","10047.699999928474","","","","","","","","","","","","","","[""true""]","0"
"sailing-instructions","29","1726369","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
