"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"sailing-trial","37","449036","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","1007.4000000003725","","162.7999999988824","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","38","453168","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1617.5","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","39","459099","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","2469","","821.2999999988824","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-instructions","40","487950","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","41","498159","0.0-11.0-0.0","","","","false","","","","","","","","","","6560.5999999996275","","142.5","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","42","500930","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1332.1000000014901","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","43","505898","0.0-11.0-2.0","","","","false","","","","","","","","","","755.1999999992549","","350.80000000074506","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","44","508224","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","947.4000000003725","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","45","512265","0.0-11.0-4.0","","","","false","","","","","","","","","","891.7000000011176","","182.40000000037253","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","46","515949","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1074.5999999996275","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","47","520639","0.0-11.0-6.0","","","","false","","","","","","","","","","885.5","","653.9000000003725","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","48","523547","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","958","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","49","527112","0.0-11.0-8.0","","","","false","","","","","","","","","","798.1999999992549","","296.40000000037253","","0","0","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","50","530048","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","789.1000000014901","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","51","535780","0.0-11.0-10.0","","","","false","","","","","","","","","","1638.5999999996275","","367.2999999988824","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","52","538198","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","1397","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","53","544380","0.0-11.0-12.0","","","","false","","","","","","","","","","1727.5","","505","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","54","547129","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","696","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","55","551013","0.0-11.0-14.0","","","","false","","","","","","","","","","680.4000000003725","","104.70000000111759","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","56","553497","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","781.9000000003725","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","57","559273","0.0-11.0-16.0","","","","false","","","","","","","","","","2438.5","","628.9000000003725","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","58","561210","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","684.5999999996275","","0","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","59","567161","0.0-11.0-18.0","","","","false","","","","","","","","","","2219.10000000149","","571.5999999996275","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","60","570178","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","698.7000000011176","","1","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","61","573219","0.0-11.0-20.0","","","","false","","","","","","","","","","685.6999999992549","","33.20000000111759","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","62","576061","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","1085.5","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","63","581145","0.0-11.0-22.0","","","","false","","","","","","","","","","886.3999999985099","","325.80000000074506","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","64","584310","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","1291.199999999255","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","65","588652","0.0-11.0-24.0","","","","false","","","","","","","","","","1110.0999999996275","","241","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","66","590690","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","815.1000000014901","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","67","595077","0.0-11.0-26.0","","","","false","","","","","","","","","","522.8000000007451","","471.3999999985099","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","68","597510","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","541.0999999996275","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","69","601123","0.0-11.0-28.0","","","","false","","","","","","","","","","655.1999999992549","","23.299999998882413","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","70","604342","0.0-11.0-29.0","","","","false","","","","","","","","","","null","","1140.0999999996275","","1","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","71","608649","0.0-11.0-30.0","","","","false","","","","","","","","","","589.0999999996275","","635.4000000003725","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","72","611476","0.0-11.0-31.0","","","","false","","","","","","","","","","null","","819.5999999996275","","1","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","73","615391","0.0-11.0-32.0","","","","false","","","","","","","","","","677.8000000007451","","282.69999999925494","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","74","618476","0.0-11.0-33.0","","","","false","","","","","","","","","","null","","1372.800000000745","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","75","623578","0.0-11.0-34.0","","","","false","","","","","","","","","","858.6999999992549","","785.0999999996275","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","76","626678","0.0-11.0-35.0","","","","false","","","","","","","","","","null","","795.8000000007451","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","77","631974","0.0-11.0-36.0","","","","false","","","","","","","","","","1037","","471.7999999988824","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","78","634791","0.0-11.0-37.0","","","","false","","","","","","","","","","null","","944.7999999988824","","1","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","79","638946","0.0-11.0-38.0","","","","false","","","","","","","","","","678.5999999996275","","561.9000000003725","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","80","641377","0.0-11.0-39.0","","","","false","","","","","","","","","","null","","969.0999999996275","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","81","647224","0.0-11.0-40.0","","","","false","","","","","","","","","","1848.5999999996275","","719.9000000003725","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","82","651158","0.0-11.0-41.0","","","","false","","","","","","","","","","null","","1742.0999999996275","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","83","655724","0.0-11.0-42.0","","","","false","","","","","","","","","","1193.199999999255","","98.19999999925494","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","84","658147","0.0-11.0-43.0","","","","false","","","","","","","","","","null","","1131.8999999985099","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","85","662497","0.0-11.0-44.0","","","","false","","","","","","","","","","1222.699999999255","","463.09999999962747","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","86","665906","0.0-11.0-45.0","","","","false","","","","","","","","","","null","","1653.6000000014901","","1","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","87","670724","0.0-11.0-46.0","","","","false","","","","","","","","","","982.4000000003725","","112.10000000149012","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","88","673447","0.0-11.0-47.0","","","","false","","","","","","","","","","null","","1132.5","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","89","677920","0.0-11.0-48.0","","","","false","","","","","","","","","","1058.5999999996275","","472.2000000011176","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","90","680794","0.0-11.0-49.0","","","","false","","","","","","","","","","null","","1292.2999999988824","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","91","685150","0.0-11.0-50.0","","","","false","","","","","","","","","","1123.0999999996275","","574.7999999988824","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","92","687208","0.0-11.0-51.0","","","","false","","","","","","","","","","null","","609.8000000007451","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","93","691557","0.0-11.0-52.0","","","","false","","","","","","","","","","878","","381.59999999962747","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","94","693605","0.0-11.0-53.0","","","","false","","","","","","","","","","null","","736.0999999996275","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","95","698221","0.0-11.0-54.0","","","","false","","","","","","","","","","830.9000000003725","","899.6999999992549","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","96","702121","0.0-11.0-55.0","","","","false","","","","","","","","","","null","","2010.800000000745","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","97","707594","0.0-11.0-56.0","","","","false","","","","","","","","","","1274","","382.30000000074506","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","98","710789","0.0-11.0-57.0","","","","false","","","","","","","","","","null","","1482","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","99","715322","0.0-11.0-58.0","","","","false","","","","","","","","","","736.5999999996275","","694.5999999996275","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","100","720136","0.0-11.0-59.0","","","","false","","","","","","","","","","null","","2466.89999999851","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","101","724763","0.0-11.0-60.0","","","","false","","","","","","","","","","1587.6000000014901","","185.60000000149012","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","102","727353","0.0-11.0-61.0","","","","false","","","","","","","","","","null","","831.0999999996275","","1","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","103","732769","0.0-11.0-62.0","","","","false","","","","","","","","","","987.1000000014901","","970.5999999996275","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","104","734425","0.0-11.0-63.0","","","","false","","","","","","","","","","null","","651.3000000007451","","0","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","105","739634","0.0-11.0-64.0","","","","false","","","","","","","","","","1719.5999999996275","","304.5","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","106","742936","0.0-11.0-65.0","","","","false","","","","","","","","","","null","","1604.300000000745","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","107","747017","0.0-11.0-66.0","","","","false","","","","","","","","","","1148.7000000011176","","196.7999999988824","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","108","749087","0.0-11.0-67.0","","","","false","","","","","","","","","","null","","902.6999999992549","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","109","754705","0.0-11.0-68.0","","","","false","","","","","","","","","","1119.5999999996275","","972.5999999996275","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","110","757486","0.0-11.0-69.0","","","","false","","","","","","","","","","null","","1256.800000000745","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","111","762218","0.0-11.0-70.0","","","","false","","","","","","","","","","1313.300000000745","","42.59999999962747","","3","1","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","112","765270","0.0-11.0-71.0","","","","false","","","","","","","","","","null","","1180.1000000014901","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","113","771984","0.0-11.0-72.0","","","","false","","","","","","","","","","998.6999999992549","","2756.5999999996275","","3","1","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","114","774584","0.0-11.0-73.0","","","","false","","","","","","","","","","null","","1472.9000000003725","","0","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","115","778567","0.0-11.0-74.0","","","","false","","","","","","","","","","1094.2999999988824","","410.6000000014901","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","116","780665","0.0-11.0-75.0","","","","false","","","","","","","","","","null","","920.5","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","117","784733","0.0-11.0-76.0","","","","false","","","","","","","","","","579.1999999992549","","48.90000000037253","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","118","787116","0.0-11.0-77.0","","","","false","","","","","","","","","","null","","1135","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","119","792239","0.0-11.0-78.0","","","","false","","","","","","","","","","2253.300000000745","","156.40000000037253","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","120","795133","0.0-11.0-79.0","","","","false","","","","","","","","","","null","","1177.699999999255","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","121","799548","0.0-11.0-80.0","","","","false","","","","","","","","","","809.2000000011176","","795.6000000014901","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","122","803927","0.0-11.0-81.0","","","","false","","","","","","","","","","null","","3177.5","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","123","810868","0.0-11.0-82.0","","","","false","","","","","","","","","","3095.4000000003725","","151.5","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","124","815048","0.0-11.0-83.0","","","","false","","","","","","","","","","null","","1118.5","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","125","822082","0.0-11.0-84.0","","","","false","","","","","","","","","","1194.7000000011176","","2237","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","126","826283","0.0-11.0-85.0","","","","false","","","","","","","","","","null","","2377","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","127","831480","0.0-11.0-86.0","","","","false","","","","","","","","","","1399.300000000745","","640","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","128","835681","0.0-11.0-87.0","","","","false","","","","","","","","","","null","","2117.60000000149","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","129","850688","0.0-11.0-88.0","","","","true","","","","","","","","","","null","","null","","null","null","null","null","null","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","130","856863","0.0-11.0-89.0","","","","false","","","","","","","","","","null","","4247.700000001118","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","131","861121","0.0-11.0-90.0","","","","false","","","","","","","","","","986.5","","645","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","132","864245","0.0-11.0-91.0","","","","false","","","","","","","","","","null","","814.3999999985099","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","133","868290","0.0-11.0-92.0","","","","false","","","","","","","","","","1274.9000000003725","","319.19999999925494","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","134","881144","0.0-11.0-93.0","","","","false","","","","","","","","","","null","","9324.900000000373","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","135","896152","0.0-11.0-94.0","","","","true","","","","","","","","","","null","","null","","null","null","null","null","null","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","136","899738","0.0-11.0-95.0","","","","false","","","","","","","","","","null","","2276.699999999255","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","137","904344","0.0-11.0-96.0","","","","false","","","","","","","","","","627","","395.3999999985099","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","138","907228","0.0-11.0-97.0","","","","false","","","","","","","","","","null","","740.5999999996275","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","139","912593","0.0-11.0-98.0","","","","false","","","","","","","","","","1050.699999999255","","425.69999999925494","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","140","915275","0.0-11.0-99.0","","","","false","","","","","","","","","","null","","1122.2999999988824","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","141","919475","0.0-11.0-100.0","","","","false","","","","","","","","","","1008.9000000003725","","897.0999999996275","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","142","922758","0.0-11.0-101.0","","","","false","","","","","","","","","","null","","1583.4000000003725","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","143","926809","0.0-11.0-102.0","","","","false","","","","","","","","","","849.5","","443.1000000014901","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","144","929233","0.0-11.0-103.0","","","","false","","","","","","","","","","null","","1295","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","145","933342","0.0-11.0-104.0","","","","false","","","","","","","","","","735.8000000007451","","377.80000000074506","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","146","935795","0.0-11.0-105.0","","","","false","","","","","","","","","","null","","1254","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","",""
"sailing-trial","147","942091","0.0-11.0-106.0","","","","false","","","","","","","","","","1961.7999999988824","","205.19999999925494","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","148","944115","0.0-11.0-107.0","","","","false","","","","","","","","","","null","","800.5","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","149","948124","0.0-11.0-108.0","","","","false","","","","","","","","","","891.0999999996275","","108.19999999925494","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","150","950936","0.0-11.0-109.0","","","","false","","","","","","","","","","null","","1222.800000000745","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","151","954670","0.0-11.0-110.0","","","","false","","","","","","","","","","1189.5999999996275","","175.90000000037253","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","152","957492","0.0-11.0-111.0","","","","false","","","","","","","","","","null","","927.5","","3","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","153","961192","0.0-11.0-112.0","","","","false","","","","","","","","","","636.5","","69.70000000111759","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","154","963862","0.0-11.0-113.0","","","","false","","","","","","","","","","null","","1533.699999999255","","2","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","155","967489","0.0-11.0-114.0","","","","false","","","","","","","","","","905.2000000011176","","366.09999999962747","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","156","969646","0.0-11.0-115.0","","","","false","","","","","","","","","","null","","851.5","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","157","972925","0.0-11.0-116.0","","","","false","","","","","","","","","","671.5999999996275","","4.300000000745058","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","158","975184","0.0-11.0-117.0","","","","false","","","","","","","","","","null","","686.3000000007451","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
