"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""A"",""D"",""B""],""boats_demo"":[""G"",""E"",""F"",""H""],""islands"":[""A"",""B""],""subject_id"":""14771"",""age"":""21"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","2236","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":5851}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","6853","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","7740","0.0-4.0-0.0","","","","","","","","","","842.6666666666666","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","13641","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","15689","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","46949","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","50336","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","2265.9000000953674","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","52304","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","845.2999999523163","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","54729","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","1312.4000000953674","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","124527","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","129483","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","1294.2000000476837","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","132967","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","889.5","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","135903","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","647.4000000953674","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","143542","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","162201","0.0-5.0-0.0-5.0","","","","","","","","","","11467.200000047684","","","","","","","","","","","","","","[""true"",""true"",""true"",""true""]","1",""
"sailing-instructions","17","193898","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","196156","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","1143.7000000476837","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","198297","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","1028.7999999523163","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","201174","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","1767.2000000476837","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","21","280394","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","287727","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","879.7999999523163","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","290443","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","293.2999999523163","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","24","293549","0.0-5.0-0.1-3.1-2.1","","","","false","","","","","","","","","","null","","423.09999990463257","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","25","302998","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","371427","0.0-5.0-0.1-5.1","","","","","","","","","","67422.70000004768","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","27","485809","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","28","493842","0.0-6.0-0.0-1.0","","","","","","","","","","7197.799999952316","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","29","509878","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","30","522289","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","10539.600000143051","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","526002","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","1355","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","528555","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","713.2000000476837","","2","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
