"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""D"",""A"",""B""],""boats_demo"":[""E"",""G"",""H"",""F""],""islands"":[""A"",""B""],""subject_id"":""14762"",""age"":""20"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","46394","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":49917}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","50886","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","53049","0.0-4.0-0.0","","","","","","","","","","2128","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","56163","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","58751","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","92615","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","95605","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1869.6000000014901","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","98168","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1469.2000000029802","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","101872","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","2579","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","145413","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","152051","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","1955.199999999255","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","156150","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","1168.1000000014901","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","160135","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1306.1000000014901","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","167715","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","183388","0.0-5.0-0.0-5.0","","","","","","","","","","12026","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","17","246051","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","18","257813","0.0-6.0-0.0-1.0","","","","","","","","","","9907.699999999255","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","19","271692","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","20","276933","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","2651.5","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","21","281848","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","2407.300000000745","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","22","285170","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1648.5999999977648","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","23","289563","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1916.8999999985099","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","24","294639","0.0-7.0-0.0-2.0","","","","","","","","","","3749.7000000029802","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","25","305062","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","308913","0.0-8.0-0.0-1.0","","","","","","","","","","2837.5","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","27","338795","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","28","346477","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1890.800000000745","","1850.699999999255","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","351879","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1372.300000000745","","586.1999999992549","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","355833","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1957.7000000029802","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","361361","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","1811","","526.2000000029802","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","365843","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","2244.199999999255","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","371709","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","946.8999999985099","","1465.3999999985099","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","34","398122","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","35","404101","0.0-11.0-0.0","","","","false","","","","","","","","","","1922.3999999985099","","914.6000000014901","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","36","408022","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1423.800000000745","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","37","412909","0.0-11.0-2.0","","","","false","","","","","","","","","","1419.5","","112.30000000074506","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","38","416775","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1643.9000000022352","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","39","421008","0.0-11.0-4.0","","","","false","","","","","","","","","","879.6000000014901","","182.40000000223517","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","40","424405","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1103.699999999255","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","41","428854","0.0-11.0-6.0","","","","false","","","","","","","","","","832.1999999992549","","612.3999999985099","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","42","431578","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","1355.5","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","43","435708","0.0-11.0-8.0","","","","false","","","","","","","","","","909.6000000014901","","3.800000000745058","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","44","439163","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","1095.5","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","45","443195","0.0-11.0-10.0","","","","false","","","","","","","","","","744.5","","282.19999999925494","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","46","446258","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","1156.8999999985099","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","47","451340","0.0-11.0-12.0","","","","false","","","","","","","","","","808.5","","1546.7999999970198","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","48","454506","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","1329.5","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","49","458806","0.0-11.0-14.0","","","","false","","","","","","","","","","813.9000000022352","","524.3999999985099","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","50","461738","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","1282.4000000022352","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","51","466635","0.0-11.0-16.0","","","","false","","","","","","","","","","772","","1360.3999999985099","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","52","469773","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","1230.1000000014901","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","53","473971","0.0-11.0-18.0","","","","false","","","","","","","","","","688.6999999992549","","527.5","","0","0","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","54","477175","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","1264.6000000014901","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","55","481213","0.0-11.0-20.0","","","","false","","","","","","","","","","862.8999999985099","","59.100000001490116","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","56","484389","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","1224.8999999985099","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","57","488388","0.0-11.0-22.0","","","","false","","","","","","","","","","679.6000000014901","","109.69999999925494","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","58","491639","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","1360.0999999977648","","3","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","59","496656","0.0-11.0-24.0","","","","false","","","","","","","","","","886","","130.19999999925494","","3","1","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","60","500022","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","1163.800000000745","","1","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","61","504738","0.0-11.0-26.0","","","","false","","","","","","","","","","1115.4000000022352","","37.80000000074506","","1","1","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","62","507821","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","1073.300000000745","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","63","511639","0.0-11.0-28.0","","","","false","","","","","","","","","","729","","51.69999999925494","","1","0","arrowleft","0","arrowright","[0.85,0.15,0.675,0.325]","","",""
