"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""D"",""C"",""A"",""B""],""boats_demo"":[""F"",""H"",""E"",""G""],""islands"":[""A"",""B""],""subject_id"":""13844"",""age"":""11"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1509","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":7005}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","7995","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","12984","0.0-4.0-0.0","","","","","","","","","","4570.666666666667","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","15236","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","17995","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","75106","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","79144","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","2923.699999988079","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","81289","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1036.699999988079","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","87962","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","5557.199999988079","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","11","273762","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","282921","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","4890.600000023842","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","294442","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","6016.599999964237","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","300437","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","2489.899999976158","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","15","416292","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
