"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors"
"pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""D"",""B"",""A""],""boats_demo"":[""E"",""G"",""F"",""H""],""islands"":[""B"",""A""],""subject_id"":""14616"",""age"":""12"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1129","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":4001}]","false","","","","","","","","","","","","","","","",""
"fullscreen","3","4967","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","8266","0.0-4.0-0.0","","","","","","","","","","3258.6666666666665","audio/beep_loop.wav"," ","","","","","","","","","","","","",""
"audio-test","5","10481","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","",""
"audio-test","6","13196","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","",""
"sailing-instructions","7","44477","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","8","49021","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","3419.300000011921","","null","","null","null","arrowleft","0","null","null","",""
"sailing-trial","9","53287","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","3169.099999964237","","null","","null","null","arrowright","1","null","null","",""
"sailing-trial","10","56255","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","1824.9000000357628","","null","","null","null","arrowleft","0","null","null","",""
"sailing-instructions","11","96698","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","",""
"sailing-trial","12","102175","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","2057.300000011921","","2","1","null","null","arrowleft","[1,1,1,1]","",""
"sailing-trial","13","106070","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","1151.2000000476837","","3","1","null","null","arrowright","[1,1,1,1]","",""
"sailing-trial","14","110170","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1592.699999988079","","2","0","null","null","arrowleft","[0,0,0,0]","",""
"sailing-instructions","15","117531","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","16","134575","0.0-5.0-0.0-5.0","","","","","","","","","","14765.600000023842","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0"
"sailing-instructions","17","195224","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","18","211427","0.0-6.0-0.0-1.0","","","","","","","","","","14725.300000011921","","","","","","","","","","","","","","[""true"",""false"",""true""]","0"
"sailing-instructions","19","224916","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","20","230758","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","3108.600000023842","","0","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","21","234241","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","1415.300000011921","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","22","237167","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1369.9000000357628","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","23","239327","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","618.5999999642372","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-comprehension","24","247973","0.0-7.0-0.0-2.0","","","","","","","","","","6822.699999988079","","","","","","","","","","","","","","[""false""]","0"
"sailing-instructions","25","259158","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-comprehension","26","265467","0.0-8.0-0.0-1.0","","","","","","","","","","4975","","","","","","","","","","","","","","[""true""]","0"
"sailing-instructions","27","292753","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","28","297057","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","727","","262","","0","1","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","29","302226","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","805.1999999880791","","2103.599999964237","","3","0","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","30","304671","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1064.300000011921","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","31","308892","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","784.8999999761581","","148.10000002384186","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","32","312258","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1086.3999999761581","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","",""
"sailing-trial","33","316191","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","438.5","","122","","0","1","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","",""
"sailing-instructions","34","343586","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","",""
"sailing-trial","35","347724","0.0-11.0-0.0","","","","false","","","","","","","","","","654.2999999523163","","622.8999999761581","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","36","350740","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1274.1000000238419","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","37","354909","0.0-11.0-2.0","","","","false","","","","","","","","","","841.5","","566.6000000238419","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","38","357574","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","927.5999999642372","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","39","361857","0.0-11.0-4.0","","","","false","","","","","","","","","","491.39999997615814","","952.5","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","40","364603","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1034.7000000476837","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","41","367814","0.0-11.0-6.0","","","","false","","","","","","","","","","510.60000002384186","","39.39999997615814","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","42","370824","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","897.6000000238419","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","43","374492","0.0-11.0-8.0","","","","false","","","","","","","","","","524.5999999642372","","281.5","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","44","377309","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","874.2999999523163","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","45","380625","0.0-11.0-10.0","","","","false","","","","","","","","","","379.19999998807907","","101.80000001192093","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","46","382990","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","552.3000000119209","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","47","386615","0.0-11.0-12.0","","","","false","","","","","","","","","","417.89999997615814","","330.80000001192093","","2","0","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","48","390696","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","1081.300000011921","","0","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","49","394608","0.0-11.0-14.0","","","","false","","","","","","","","","","433.30000001192093","","212.5999999642372","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","50","397009","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","549.8000000119209","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","51","401224","0.0-11.0-16.0","","","","false","","","","","","","","","","1028.5999999642372","","418.30000001192093","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","52","403971","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","799","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","53","407299","0.0-11.0-18.0","","","","false","","","","","","","","","","746","","68.69999998807907","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","54","410158","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","914.0999999642372","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","55","413404","0.0-11.0-20.0","","","","false","","","","","","","","","","433.19999998807907","","162.9000000357628","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","56","416775","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","1147.5","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","57","420649","0.0-11.0-22.0","","","","false","","","","","","","","","","640.1000000238419","","300","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","58","424142","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","1086.300000011921","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","59","427861","0.0-11.0-24.0","","","","false","","","","","","","","","","877.3999999761581","","104","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","60","430876","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","821.3999999761581","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","61","435058","0.0-11.0-26.0","","","","false","","","","","","","","","","427","","835","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","62","437492","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","401","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","63","442443","0.0-11.0-28.0","","","","false","","","","","","","","","","1061.2999999523163","","887.2000000476837","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","64","446479","0.0-11.0-29.0","","","","false","","","","","","","","","","null","","1040.6000000238419","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","65","450676","0.0-11.0-30.0","","","","false","","","","","","","","","","510.60000002384186","","613.1000000238419","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","66","453426","0.0-11.0-31.0","","","","false","","","","","","","","","","null","","703.6000000238419","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","67","457044","0.0-11.0-32.0","","","","false","","","","","","","","","","908.5","","71.39999997615814","","3","0","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","68","459675","0.0-11.0-33.0","","","","false","","","","","","","","","","null","","650.3999999761581","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","69","464458","0.0-11.0-34.0","","","","false","","","","","","","","","","435.69999998807907","","758.8999999761581","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","70","466337","0.0-11.0-35.0","","","","false","","","","","","","","","","null","","380.5","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","71","471258","0.0-11.0-36.0","","","","false","","","","","","","","","","581.3999999761581","","455.2000000476837","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","72","473868","0.0-11.0-37.0","","","","false","","","","","","","","","","null","","784","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","",""
"sailing-trial","73","478491","0.0-11.0-38.0","","","","false","","","","","","","","","","577.5","","602.6999999880791","","3","0","arrowright","1","arrowright","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","74","480313","0.0-11.0-39.0","","","","false","","","","","","","","","","null","","237.19999998807907","","3","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","75","484658","0.0-11.0-40.0","","","","false","","","","","","","","","","843","","639.8000000119209","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","76","488224","0.0-11.0-41.0","","","","false","","","","","","","","","","null","","1234.199999988079","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","77","492425","0.0-11.0-42.0","","","","false","","","","","","","","","","449.9000000357628","","601.6000000238419","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","78","496545","0.0-11.0-43.0","","","","false","","","","","","","","","","null","","1119.9000000357628","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","79","500176","0.0-11.0-44.0","","","","false","","","","","","","","","","444.19999998807907","","288.30000001192093","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","80","502915","0.0-11.0-45.0","","","","false","","","","","","","","","","null","","966.6000000238419","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","81","506559","0.0-11.0-46.0","","","","false","","","","","","","","","","449.7000000476837","","312.2000000476837","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","82","508660","0.0-11.0-47.0","","","","false","","","","","","","","","","null","","290.89999997615814","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","83","512643","0.0-11.0-48.0","","","","false","","","","","","","","","","361","","429.5","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","84","516274","0.0-11.0-49.0","","","","false","","","","","","","","","","null","","91.09999996423721","","3","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","85","520676","0.0-11.0-50.0","","","","false","","","","","","","","","","476.89999997615814","","719.5999999642372","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","86","524361","0.0-11.0-51.0","","","","false","","","","","","","","","","null","","679","","2","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","87","528491","0.0-11.0-52.0","","","","false","","","","","","","","","","312.5","","363.89999997615814","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","88","531277","0.0-11.0-53.0","","","","false","","","","","","","","","","null","","299.10000002384186","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","89","535075","0.0-11.0-54.0","","","","false","","","","","","","","","","480.39999997615814","","111.89999997615814","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","90","537044","0.0-11.0-55.0","","","","false","","","","","","","","","","null","","632.6999999880791","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","91","540725","0.0-11.0-56.0","","","","false","","","","","","","","","","567.1999999880791","","450.5","","0","0","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","92","543743","0.0-11.0-57.0","","","","false","","","","","","","","","","null","","917.4000000357628","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","93","547460","0.0-11.0-58.0","","","","false","","","","","","","","","","349.7999999523163","","430.80000001192093","","0","1","arrowleft","0","arrowleft","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","94","551396","0.0-11.0-59.0","","","","false","","","","","","","","","","null","","940.3000000119209","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","",""
"sailing-trial","95","555392","0.0-11.0-60.0","","","","false","","","","","","","","","","445.60000002384186","","429.60000002384186","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","96","557806","0.0-11.0-61.0","","","","false","","","","","","","","","","null","","554.5","","0","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","",""
"sailing-trial","97","561559","0.0-11.0-62.0","","","","false","","","","","","","","","","478.10000002384186","","13.300000011920929","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","",""
