"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","14","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","19","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""A"",""C"",""B"",""D""],""boats_demo"":[""F"",""G"",""H"",""E""],""islands"":[""B"",""A""],""subject_id"":""13977"",""age"":""19"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1243","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":4058}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","4922","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","6687","0.0-4.0-0.0","","","","","","","","","","0","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","8844","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","11221","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","62795","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","67511","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","3585.9999999999927","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","69712","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1059.0000000000146","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","72458","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","1592","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","114931","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","121294","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","2314","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","125228","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","760.0000000000146","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","129025","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","602.9999999999854","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","15","136492","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","153765","0.0-5.0-0.0-5.0","","","","","","","","","","14148","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","17","218998","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","18","230044","0.0-6.0-0.0-1.0","","","","","","","","","","8987","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","19","244759","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","20","251663","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","4032","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","21","256994","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","2474","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","22","260931","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1940","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","23","264628","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1454","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","24","274264","0.0-7.0-0.0-2.0","","","","","","","","","","7636.000000000058","","","","","","","","","","","","","","[""true""]","1",""
"sailing-instructions","25","288206","0.0-7.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","26","292269","0.0-7.0-0.1-1.1-0.1","","","","false","","","","","","","","","","null","","1694","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","27","295228","0.0-7.0-0.1-1.1-1.1","","","","false","","","","","","","","","","null","","788.9999999999418","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","28","297566","0.0-7.0-0.1-1.1-2.1","","","","false","","","","","","","","","","null","","699.9999999999418","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","299905","0.0-7.0-0.1-1.1-3.1","","","","false","","","","","","","","","","null","","774","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","30","305714","0.0-7.0-0.1-2.1","","","","","","","","","","4698.000000000058","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","31","316189","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","32","320294","0.0-8.0-0.0-1.0","","","","","","","","","","3040.000000000058","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","33","342829","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","34","350471","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1528.9999999999418","","1995","","1","0","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","35","356733","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1819","","721","","0","0","arrowleft","0","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","36","362011","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","2323.000000000058","","0","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","37","367927","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","824","","693","","2","1","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","38","372210","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1821","","3","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","39","378162","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","825","","1386","","3","0","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","40","407295","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","41","413278","0.0-11.0-0.0","","","","false","","","","","","","","","","1503.0000000000582","","474.0000000000582","","0","1","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","42","417296","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1787","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","43","422744","0.0-11.0-2.0","","","","false","","","","","","","","","","978","","351","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","44","427494","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1511","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","45","435478","0.0-11.0-4.0","","","","false","","","","","","","","","","1799","","2104.000000000058","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","46","442217","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","4521","","1","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","47","447614","0.0-11.0-6.0","","","","false","","","","","","","","","","1001.0000000000582","","423","","3","0","arrowright","1","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","48","452444","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","2229.000000000058","","3","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","49","458047","0.0-11.0-8.0","","","","false","","","","","","","","","","1218.9999999999418","","715.9999999999418","","0","0","arrowleft","0","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","50","461943","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","1286","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","51","467778","0.0-11.0-10.0","","","","false","","","","","","","","","","1491","","367","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","52","471302","0.0-11.0-11.0","","","","false","","","","","","","","","","null","","1327.9999999999418","","0","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","53","477100","0.0-11.0-12.0","","","","false","","","","","","","","","","1770.9999999999418","","524","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","54","481676","0.0-11.0-13.0","","","","false","","","","","","","","","","null","","2195","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","55","486527","0.0-11.0-14.0","","","","false","","","","","","","","","","620","","279","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","56","489978","0.0-11.0-15.0","","","","false","","","","","","","","","","null","","1159","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","57","494711","0.0-11.0-16.0","","","","false","","","","","","","","","","619","","216","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","58","498460","0.0-11.0-17.0","","","","false","","","","","","","","","","null","","1316","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","59","503345","0.0-11.0-18.0","","","","false","","","","","","","","","","671","","376","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","60","507444","0.0-11.0-19.0","","","","false","","","","","","","","","","null","","1746","","0","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","61","513460","0.0-11.0-20.0","","","","false","","","","","","","","","","624","","1437","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","62","517097","0.0-11.0-21.0","","","","false","","","","","","","","","","null","","1484.9999999998836","","1","0","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","63","521994","0.0-11.0-22.0","","","","false","","","","","","","","","","803.9999999999418","","246.9999999999418","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","64","525510","0.0-11.0-23.0","","","","false","","","","","","","","","","null","","1084.9999999999418","","3","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","65","530393","0.0-11.0-24.0","","","","false","","","","","","","","","","576","","470","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","66","533810","0.0-11.0-25.0","","","","false","","","","","","","","","","null","","864.9999999998836","","3","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","67","538444","0.0-11.0-26.0","","","","false","","","","","","","","","","602","","210.00000000011642","","2","1","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","68","541710","0.0-11.0-27.0","","","","false","","","","","","","","","","null","","971","","2","1","null","null","arrowup","[0.85,0.15,0.675,0.325]","","",""
"sailing-trial","69","546105","0.0-11.0-28.0","","","","false","","","","","","","","","","656","","126","","2","0","arrowright","1","arrowleft","[0.85,0.15,0.675,0.325]","","",""
