"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""B"",""A"",""C"",""D""],""boats_demo"":[""H"",""E"",""G"",""F""],""islands"":[""B"",""A""],""subject_id"":""14365"",""age"":""8"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","3059","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":6169}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","7167","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","9057","0.0-4.0-0.0","","","","","","","","","","1861.3333333333333","audio/beep_loop.wav","audiovolumedown","","","","","","","","","","","","","",""
"audio-test","5","11231","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","13988","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","51637","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","59771","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","7011.5999999940395","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","62156","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1263.2000000178814","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","63859","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","588.7000000178814","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","113168","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
