"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","17","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","18","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""D"",""B"",""A""],""boats_demo"":[""F"",""E"",""G"",""H""],""islands"":[""A"",""B""],""subject_id"":""15195"",""age"":""21"",""gender"":""Other""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","3496","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""focus"",""trial"":0,""time"":1},{""event"":""fullscreenenter"",""trial"":3,""time"":7990}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","8750","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","11457","0.0-4.0-0.0","","","","","","","","","","2452.6077097505668","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","13198","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","15543","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","69862","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","73631","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","2627","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","75860","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1083","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","78900","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","1889","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","11","120617","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","125555","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","1995","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","129159","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","959","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","133523","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","944","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","140817","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","154701","0.0-5.0-0.0-5.0","","","","","","","","","","9737","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","17","216484","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","18","228291","0.0-6.0-0.0-1.0","","","","","","","","","","9946","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","19","242294","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","20","247503","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","3424","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","21","251537","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","1983","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","22","254071","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1148","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","23","256608","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","791","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","24","263391","0.0-7.0-0.0-2.0","","","","","","","","","","3705","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","25","273508","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","277730","0.0-8.0-0.0-1.0","","","","","","","","","","3262","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","27","310159","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","28","315643","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1352","","845","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","29","319608","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","606","","550","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","30","322386","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1192","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","327209","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","1431","","59","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","330607","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1313","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","334543","0.0-9.0-0.0-1.0-5.0","","","","false","","","","","","","","","","702","","147","","2","1","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-instructions","34","366587","0.0-10.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","35","370260","0.0-11.0-0.0","","","","false","","","","","","","","","","991","","217","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","36","372607","0.0-11.0-1.0","","","","false","","","","","","","","","","null","","1164","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","37","376850","0.0-11.0-2.0","","","","false","","","","","","","","","","853","","504","","2","1","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","38","379851","0.0-11.0-3.0","","","","false","","","","","","","","","","null","","1087","","0","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","39","384173","0.0-11.0-4.0","","","","false","","","","","","","","","","760","","546","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","40","387250","0.0-11.0-5.0","","","","false","","","","","","","","","","null","","1000","","2","1","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","41","391634","0.0-11.0-6.0","","","","false","","","","","","","","","","697","","1028","","3","0","arrowright","1","arrowright","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","42","394000","0.0-11.0-7.0","","","","false","","","","","","","","","","null","","1011","","3","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","43","397850","0.0-11.0-8.0","","","","false","","","","","","","","","","1021","","329","","2","0","arrowright","1","arrowleft","[0.325,0.675,0.85,0.15]","","",""
"sailing-trial","44","400247","0.0-11.0-9.0","","","","false","","","","","","","","","","null","","950","","0","0","null","null","arrowup","[0.325,0.675,0.85,0.15]","","",""
