"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","14","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","16","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""D"",""A"",""B""],""boats_demo"":[""E"",""H"",""F"",""G""],""islands"":[""B"",""A""],""subject_id"":""14592"",""age"":""8"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1689","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":11401}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","12396","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","14681","0.0-4.0-0.0","","","","","","","","","","1730.6666666666665","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","16195","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","18611","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","51924","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","58753","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","5690.600000023842","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","61271","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1383.7000000476837","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","64735","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","2338.8000000715256","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","109963","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","116697","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","3159.600000023842","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","123255","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","888.6000000238419","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","127900","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1686.2000000476837","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","135587","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","165527","0.0-5.0-0.0-5.0","","","","","","","","","","23805.400000095367","","","","","","","","","","","","","","[""true"",""false"",""true"",""true""]","2",""
"sailing-instructions","17","194890","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","196922","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","922.1000000238419","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","199035","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","1003","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","201838","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","1684.7000000476837","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","21","240426","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","246019","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","1860.6000000238419","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","249849","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","1421.3999999761581","","3","1","null","null","arrowright","[1,1,1,1]","","",""
