"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","6","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","7","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""D"",""A"",""B"",""C""],""boats_demo"":[""G"",""H"",""E"",""F""],""islands"":[""A"",""B""],""subject_id"":""14527"",""age"":""9"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","18014","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":25534}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","26514","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","40111","0.0-4.0-0.0","","","","","","","","","","13194.666666666666","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","44736","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","55275","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","91397","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","101307","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","8787.799999998882","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","105469","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","3037.5","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","113430","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","6842.800000000745","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","176424","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","191417","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","8571.60000000149","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","199426","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","3808.4000000003725","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","207056","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","4083.4000000003725","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","15","216140","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","287417","0.0-5.0-0.0-5.0","","","","","","","","","","43820.90000000037","","","","","","","","","","","","","","[""true"",""false"",""true"",""false""]","3",""
"sailing-instructions","17","339593","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","344439","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","3736.5999999996275","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","347986","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","2421.4000000003725","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","353667","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","4572.0999999996275","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","21","424212","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","434333","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","6586.700000001118","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","438845","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","1896.800000000745","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","24","444927","0.0-5.0-0.1-3.1-2.1","","","","false","","","","","","","","","","null","","2530.2999999988824","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","25","457115","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","491500","0.0-5.0-0.1-5.1","","","","","","","","","","30327.300000000745","","","","","","","","","","","","","","[""true"",""true"",""false"",""false""]","1",""
"sailing-instructions","27","573563","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","28","633531","0.0-6.0-0.0-1.0","","","","","","","","","","56580.40000000037","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","29","653050","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","30","664013","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","7951.699999999255","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","670240","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","3731.5999999996275","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","675020","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1761.1000000014901","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","678731","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1542.699999999255","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","34","695970","0.0-7.0-0.0-2.0","","","","","","","","","","7827.5999999996275","","","","","","","","","","","","","","[""true""]","1",""
"sailing-instructions","35","711111","0.0-7.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","36","715351","0.0-7.0-0.1-1.1-0.1","","","","false","","","","","","","","","","null","","2316","","0","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","37","718098","0.0-7.0-0.1-1.1-1.1","","","","false","","","","","","","","","","null","","597.7000000011176","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","38","721614","0.0-7.0-0.1-1.1-2.1","","","","false","","","","","","","","","","null","","498","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","39","724776","0.0-7.0-0.1-1.1-3.1","","","","false","","","","","","","","","","null","","760","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","40","738361","0.0-7.0-0.1-2.1","","","","","","","","","","11584.400000000373","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","41","751878","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","42","757877","0.0-8.0-0.0-1.0","","","","","","","","","","3930.699999999255","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","43","843119","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","44","852905","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1576.2000000011176","","4720.5999999996275","","3","1","arrowright","1","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","45","857785","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1120.7999999988824","","898.2000000011176","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
