"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","1","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""A"",""B"",""D""],""boats_demo"":[""E"",""G"",""F"",""H""],""islands"":[""B"",""A""],""subject_id"":""13906"",""age"":""15"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","1062","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":2662}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","3655","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","5176","0.0-4.0-0.0","","","","","","","","","","1440","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","25246","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","27930","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","61518","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","66206","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","3565.300000011921","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","68154","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","830.6999999880791","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","69981","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","707","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","11","111917","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","117384","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","1943","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","120145","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","170","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","123306","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","880.8999999761581","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
