"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","2","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""C"",""B"",""D"",""A""],""boats_demo"":[""E"",""H"",""G"",""F""],""islands"":[""B"",""A""],""subject_id"":""13791"",""age"":""8"",""gender"":""Male""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","3554","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":17581}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","18563","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","21019","0.0-4.0-0.0","","","","","","","","","","2416","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","22861","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","25222","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","58695","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","62065","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","2263.2999999970198","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","64944","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1758.4000000059605","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","68198","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","2145.7999999970198","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","11","114097","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","125165","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","6893.80000000447","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","129813","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","1968.2000000029802","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","135221","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1976.8999999985099","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","143250","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","185167","0.0-5.0-0.0-5.0","","","","","","","","","","17774.70000000298","","","","","","","","","","","","","","[""true"",""true"",""true"",""true""]","1",""
"sailing-instructions","17","213410","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","216730","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","2213.89999999851","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","219385","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","1547.7000000029802","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","221419","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","927","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","21","263134","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","267147","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","1153.1000000014901","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","270008","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","570.2999999970198","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","24","274006","0.0-5.0-0.1-3.1-2.1","","","","false","","","","","","","","","","null","","470.20000000298023","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","25","281812","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","309411","0.0-5.0-0.1-5.1","","","","","","","","","","14797.70000000298","","","","","","","","","","","","","","[""true"",""false"",""true"",""true""]","2",""
"sailing-instructions","27","371915","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","28","392213","0.0-6.0-0.0-1.0","","","","","","","","","","18220","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","29","407069","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","30","412109","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","2025.3999999985099","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","417559","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","2652","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","423335","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","2853.5","","2","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","426940","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1394.3000000044703","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","34","442976","0.0-7.0-0.0-2.0","","","","","","","","","","12950.39999999851","","","","","","","","","","","","","","[""true""]","1",""
