"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","browser_interaction","low_quality","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"sailing-trial","151","737330","0.0-11.0-116.0","","","","","","false","","","","","","","","411.5","","609","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","152","739747","0.0-11.0-117.0","","","","","","false","","","","","","","","null","","627.0999999996275","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","153","744248","0.0-11.0-118.0","","","","","","false","","","","","","","","591.5","","362.3999999985099","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","154","748647","0.0-11.0-119.0","","","","","","false","","","","","","","","null","","981.8999999985099","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","155","752830","0.0-11.0-120.0","","","","","","false","","","","","","","","674.4000000003725","","609.4000000003725","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","156","755847","0.0-11.0-121.0","","","","","","false","","","","","","","","null","","1240.9000000003725","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","157","759580","0.0-11.0-122.0","","","","","","false","","","","","","","","398.8999999985099","","530.1999999992549","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","158","762030","0.0-11.0-123.0","","","","","","false","","","","","","","","null","","645.1999999992549","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","159","767230","0.0-11.0-124.0","","","","","","false","","","","","","","","1210.8999999985099","","1183.9000000003725","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","160","770064","0.0-11.0-125.0","","","","","","false","","","","","","","","null","","1042","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","161","774763","0.0-11.0-126.0","","","","","","false","","","","","","","","724.2999999988824","","445","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","162","778881","0.0-11.0-127.0","","","","","","false","","","","","","","","null","","1080.5999999996275","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","163","785431","0.0-11.0-128.0","","","","","","false","","","","","","","","949.5999999996275","","626.2000000011176","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","164","787484","0.0-11.0-129.0","","","","","","false","","","","","","","","null","","447.2000000011176","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","165","791233","0.0-11.0-130.0","","","","","","false","","","","","","","","528.0999999996275","","475.8999999985099","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","166","793664","0.0-11.0-131.0","","","","","","false","","","","","","","","null","","650.6000000014901","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","167","798332","0.0-11.0-132.0","","","","","","false","","","","","","","","414.30000000074506","","236.5","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","168","800599","0.0-11.0-133.0","","","","","","false","","","","","","","","null","","738.2999999988824","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","169","803645","0.0-11.0-134.0","","","","","","false","","","","","","","","514.4000000003725","","202.10000000149012","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","170","805963","0.0-11.0-135.0","","","","","","false","","","","","","","","null","","469.19999999925494","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","171","810080","0.0-11.0-136.0","","","","","","false","","","","","","","","634.5","","228.59999999962747","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","172","811703","0.0-11.0-137.0","","","","","","false","","","","","","","","null","","506.2000000011176","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","173","814543","0.0-11.0-138.0","","","","","","false","","","","","","","","608.2000000011176","","53","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","174","816692","0.0-11.0-139.0","","","","","","false","","","","","","","","null","","1025.0999999996275","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","175","820326","0.0-11.0-140.0","","","","","","false","","","","","","","","518.1999999992549","","70.79999999888241","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","176","822780","0.0-11.0-141.0","","","","","","false","","","","","","","","null","","659.5","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","177","826579","0.0-11.0-142.0","","","","","","false","","","","","","","","308.40000000037253","","635","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","178","829560","0.0-11.0-143.0","","","","","","false","","","","","","","","null","","494.5","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","179","833313","0.0-11.0-144.0","","","","","","false","","","","","","","","409.2999999988824","","346","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","180","835188","0.0-11.0-145.0","","","","","","false","","","","","","","","null","","475.40000000037253","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","181","839129","0.0-11.0-146.0","","","","","","false","","","","","","","","442.30000000074506","","577.6999999992549","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","182","843048","0.0-11.0-147.0","","","","","","false","","","","","","","","null","","915.5999999996275","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","183","851412","0.0-11.0-148.0","","","","","","false","","","","","","","","1683.5","","3713.89999999851","","1","0","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","184","855453","0.0-11.0-149.0","","","","","","false","","","","","","","","null","","1418.199999999255","","2","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","185","863046","0.0-11.0-150.0","","","","","","false","","","","","","","","3158.5","","750.5999999996275","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","186","865284","0.0-11.0-151.0","","","","","","false","","","","","","","","null","","551.0999999996275","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","187","870140","0.0-11.0-152.0","","","","","","false","","","","","","","","974.5","","125.29999999888241","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","188","873730","0.0-11.0-153.0","","","","","","false","","","","","","","","null","","733.9000000003725","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","189","878131","0.0-11.0-154.0","","","","","","false","","","","","","","","1150.7999999988824","","489.5","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","190","881228","0.0-11.0-155.0","","","","","","false","","","","","","","","null","","1445.2999999988824","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","191","884846","0.0-11.0-156.0","","","","","","false","","","","","","","","517.9000000003725","","28.59999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","192","887402","0.0-11.0-157.0","","","","","","false","","","","","","","","null","","1282.9000000003725","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","193","891479","0.0-11.0-158.0","","","","","","false","","","","","","","","587.7999999988824","","870.2999999988824","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","194","894012","0.0-11.0-159.0","","","","","","false","","","","","","","","null","","234.30000000074506","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","195","897145","0.0-11.0-160.0","","","","","","false","","","","","","","","467.19999999925494","","56.40000000037253","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","196","899207","0.0-11.0-161.0","","","","","","false","","","","","","","","null","","434.19999999925494","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","197","903312","0.0-11.0-162.0","","","","","","false","","","","","","","","435.19999999925494","","416.30000000074506","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","198","906845","0.0-11.0-163.0","","","","","","false","","","","","","","","null","","1436.199999999255","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","199","910428","0.0-11.0-164.0","","","","","","false","","","","","","","","468.7999999988824","","122.19999999925494","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","200","913295","0.0-11.0-165.0","","","","","","false","","","","","","","","null","","508.30000000074506","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","201","916436","0.0-11.0-166.0","","","","","","false","","","","","","","","512.6999999992549","","371.7000000011176","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","202","919529","0.0-11.0-167.0","","","","","","false","","","","","","","","null","","1567.2000000011176","","1","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","203","923678","0.0-11.0-168.0","","","","","","false","","","","","","","","468.09999999962747","","461","","0","1","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","204","926712","0.0-11.0-169.0","","","","","","false","","","","","","","","null","","432.7000000011176","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","205","929807","0.0-11.0-170.0","","","","","","false","","","","","","","","449.90000000037253","","459.09999999962747","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","206","931712","0.0-11.0-171.0","","","","","","false","","","","","","","","null","","348.19999999925494","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","207","934055","0.0-11.0-172.0","","","","","","false","","","","","","","","236.7999999988824","","68.5","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","208","937214","0.0-11.0-173.0","","","","","","false","","","","","","","","null","","536.1999999992549","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","209","941595","0.0-11.0-174.0","","","","","","false","","","","","","","","1313.199999999255","","186.09999999962747","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","210","944201","0.0-11.0-175.0","","","","","","false","","","","","","","","null","","938.5999999996275","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","211","947177","0.0-11.0-176.0","","","","","","false","","","","","","","","420.19999999925494","","16.59999999962747","","2","1","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","212","950962","0.0-11.0-177.0","","","","","","false","","","","","","","","null","","1257.7999999988824","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","213","955528","0.0-11.0-178.0","","","","","","false","","","","","","","","493.7999999988824","","65.29999999888241","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","214","957711","0.0-11.0-179.0","","","","","","false","","","","","","","","null","","214.90000000037253","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","215","960803","0.0-11.0-180.0","","","","","","false","","","","","","","","516.4000000003725","","157","","3","0","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","216","962744","0.0-11.0-181.0","","","","","","false","","","","","","","","null","","349.30000000074506","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","217","966559","0.0-11.0-182.0","","","","","","false","","","","","","","","590.5999999996275","","599.1999999992549","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","218","971292","0.0-11.0-183.0","","","","","","false","","","","","","","","null","","3361.5","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","219","977036","0.0-11.0-184.0","","","","","","false","","","","","","","","405.90000000037253","","2933.5","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","220","980828","0.0-11.0-185.0","","","","","","false","","","","","","","","null","","2239.7999999988824","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","221","984042","0.0-11.0-186.0","","","","","","false","","","","","","","","423.2000000011176","","532.7999999988824","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","222","988014","0.0-11.0-187.0","","","","","","false","","","","","","","","null","","967.8000000007451","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","223","994194","0.0-11.0-188.0","","","","","","false","","","","","","","","737","","187.59999999962747","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","224","996194","0.0-11.0-189.0","","","","","","false","","","","","","","","null","","441.59999999962747","","0","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","225","999878","0.0-11.0-190.0","","","","","","false","","","","","","","","577.8000000007451","","365.19999999925494","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","226","1002319","0.0-11.0-191.0","","","","","","false","","","","","","","","null","","881.9000000003725","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","227","1005777","0.0-11.0-192.0","","","","","","false","","","","","","","","443.2000000011176","","181.5","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","228","1008959","0.0-11.0-193.0","","","","","","false","","","","","","","","null","","847.5999999996275","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","229","1012861","0.0-11.0-194.0","","","","","","false","","","","","","","","593.6999999992549","","499","","1","1","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","230","1016744","0.0-11.0-195.0","","","","","","false","","","","","","","","null","","2023.300000000745","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","231","1019906","0.0-11.0-196.0","","","","","","false","","","","","","","","613.6999999992549","","274.30000000074506","","1","0","arrowleft","0","arrowright","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","232","1026279","0.0-11.0-197.0","","","","","","false","","","","","","","","null","","3377.199999999255","","2","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","233","1030577","0.0-11.0-198.0","","","","","","false","","","","","","","","765.5","","269.5","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","234","1034444","0.0-11.0-199.0","","","","","","false","","","","","","","","null","","1815.9000000003725","","2","1","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","235","1041143","0.0-11.0-200.0","","","","","","false","","","","","","","","525.1999999992549","","245.59999999962747","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","236","1042534","0.0-11.0-201.0","","","","","","false","","","","","","","","null","","262.59999999962747","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","237","1045710","0.0-11.0-202.0","","","","","","false","","","","","","","","431.09999999962747","","122.70000000111759","","2","1","arrowright","1","arrowleft","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","238","1048847","0.0-11.0-203.0","","","","","","false","","","","","","","","null","","1621.7000000011176","","3","0","null","null","arrowup","[0.675,0.325,0.85,0.15]","","",""
"sailing-trial","239","1052277","0.0-11.0-204.0","","","","","","false","","","","","","","","391.09999999962747","","36","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","240","1053780","0.0-11.0-205.0","","","","","","false","","","","","","","","null","","447.7000000011176","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","241","1058827","0.0-11.0-206.0","","","","","","false","","","","","","","","220.5","","712.9000000003725","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","242","1061893","0.0-11.0-207.0","","","","","","false","","","","","","","","null","","663.0999999996275","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","243","1065276","0.0-11.0-208.0","","","","","","false","","","","","","","","513.6999999992549","","144.09999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","244","1066672","0.0-11.0-209.0","","","","","","false","","","","","","","","null","","237.40000000037253","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","245","1073611","0.0-11.0-210.0","","","","","","false","","","","","","","","372.80000000074506","","4421.5999999996275","","3","0","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","246","1074988","0.0-11.0-211.0","","","","","","false","","","","","","","","null","","220.5","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","247","1078328","0.0-11.0-212.0","","","","","","false","","","","","","","","506.2000000011176","","331.6000000014901","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","248","1081049","0.0-11.0-213.0","","","","","","false","","","","","","","","null","","766","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","249","1085609","0.0-11.0-214.0","","","","","","false","","","","","","","","468","","378.09999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","250","1091677","0.0-11.0-215.0","","","","","","false","","","","","","","","null","","2406.5999999996275","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","251","1095443","0.0-11.0-216.0","","","","","","false","","","","","","","","500.7000000011176","","225.59999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","252","1097143","0.0-11.0-217.0","","","","","","false","","","","","","","","null","","174.7000000011176","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","253","1101626","0.0-11.0-218.0","","","","","","false","","","","","","","","499.19999999925494","","142.09999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","254","1104114","0.0-11.0-219.0","","","","","","false","","","","","","","","null","","844","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","255","1107826","0.0-11.0-220.0","","","","","","false","","","","","","","","741","","434.09999999962747","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","256","1110359","0.0-11.0-221.0","","","","","","false","","","","","","","","null","","589.5999999996275","","2","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","257","1113414","0.0-11.0-222.0","","","","","","false","","","","","","","","421.69999999925494","","498.90000000037253","","3","0","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","258","1115325","0.0-11.0-223.0","","","","","","false","","","","","","","","null","","656.1000000014901","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","259","1118742","0.0-11.0-224.0","","","","","","false","","","","","","","","301.7000000011176","","428","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","260","1121711","0.0-11.0-225.0","","","","","","false","","","","","","","","null","","815.3000000007451","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","261","1125959","0.0-11.0-226.0","","","","","","false","","","","","","","","920.8000000007451","","190.90000000037253","","3","1","arrowright","1","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","262","1128520","0.0-11.0-227.0","","","","","","false","","","","","","","","null","","968.3999999985099","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","263","1132477","0.0-11.0-228.0","","","","","","false","","","","","","","","869.5","","459.90000000037253","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","264","1134559","0.0-11.0-229.0","","","","","","false","","","","","","","","null","","529.1000000014901","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","265","1138092","0.0-11.0-230.0","","","","","","false","","","","","","","","456.6000000014901","","168.7000000011176","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","266","1140060","0.0-11.0-231.0","","","","","","false","","","","","","","","null","","133.7999999988824","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","267","1143276","0.0-11.0-232.0","","","","","","false","","","","","","","","476.5","","247.30000000074506","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","268","1146026","0.0-11.0-233.0","","","","","","false","","","","","","","","null","","897.7000000011176","","2","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","269","1149993","0.0-11.0-234.0","","","","","","false","","","","","","","","682.2000000011176","","503.80000000074506","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","270","1152625","0.0-11.0-235.0","","","","","","false","","","","","","","","null","","1174.7999999988824","","3","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","271","1158042","0.0-11.0-236.0","","","","","","false","","","","","","","","735.9000000003725","","1747.0999999996275","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","272","1160975","0.0-11.0-237.0","","","","","","false","","","","","","","","null","","1295.3999999985099","","3","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","273","1164609","0.0-11.0-238.0","","","","","","false","","","","","","","","748.5","","90.30000000074506","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","274","1166208","0.0-11.0-239.0","","","","","","false","","","","","","","","null","","344.5","","1","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","275","1169476","0.0-11.0-240.0","","","","","","false","","","","","","","","308.2000000011176","","41.40000000037253","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","276","1170724","0.0-11.0-241.0","","","","","","false","","","","","","","","null","","111.70000000111759","","1","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","277","1173723","0.0-11.0-242.0","","","","","","false","","","","","","","","494","","288.1000000014901","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","278","1175102","0.0-11.0-243.0","","","","","","false","","","","","","","","null","","61","","2","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","279","1178676","0.0-11.0-244.0","","","","","","false","","","","","","","","229","","190.80000000074506","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","280","1180959","0.0-11.0-245.0","","","","","","false","","","","","","","","null","","400.40000000037253","","3","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","281","1184826","0.0-11.0-246.0","","","","","","false","","","","","","","","668.2999999988824","","244.69999999925494","","0","1","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","282","1189859","0.0-11.0-247.0","","","","","","false","","","","","","","","null","","3168.5","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","283","1193458","0.0-11.0-248.0","","","","","","false","","","","","","","","573.2999999988824","","267.90000000037253","","1","1","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","284","1196225","0.0-11.0-249.0","","","","","","false","","","","","","","","null","","349.5","","0","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","285","1199096","0.0-11.0-250.0","","","","","","false","","","","","","","","548.5","","135.5","","1","0","arrowleft","0","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","286","1200734","0.0-11.0-251.0","","","","","","false","","","","","","","","null","","554.1999999992549","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","287","1203774","0.0-11.0-252.0","","","","","","false","","","","","","","","473.30000000074506","","427.3999999985099","","0","0","arrowleft","0","arrowleft","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","288","1205681","0.0-11.0-253.0","","","","","","false","","","","","","","","null","","244.5","","1","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","289","1209125","0.0-11.0-254.0","","","","","","false","","","","","","","","108.40000000037253","","750.5","","3","1","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","290","1212441","0.0-11.0-255.0","","","","","","false","","","","","","","","null","","1507.4000000003725","","1","1","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","291","1215456","0.0-11.0-256.0","","","","","","false","","","","","","","","578.3000000007451","","167.5","","3","0","arrowright","1","arrowright","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","292","1216977","0.0-11.0-257.0","","","","","","false","","","","","","","","null","","329.09999999962747","","0","0","null","null","arrowup","[0.325,0.675,0.15,0.85]","","",""
"sailing-trial","293","1219654","0.0-11.0-258.0","","","","","","false","","","","","","","","275.1000000014901","","218.7000000011176","","2","0","arrowright","1","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","294","1220880","0.0-11.0-259.0","","","","","","false","","","","","","","","null","","21.699999999254942","","0","0","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","295","1224078","0.0-11.0-260.0","","","","","","false","","","","","","","","124.39999999850988","","844.9000000003725","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","296","1226026","0.0-11.0-261.0","","","","","","false","","","","","","","","null","","226.60000000149012","","0","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","297","1228868","0.0-11.0-262.0","","","","","","false","","","","","","","","52.30000000074506","","451.3999999985099","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","298","1231158","0.0-11.0-263.0","","","","","","false","","","","","","","","null","","650.7999999988824","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","299","1234016","0.0-11.0-264.0","","","","","","false","","","","","","","","443.69999999925494","","153.19999999925494","","0","0","arrowleft","0","arrowleft","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","300","1236025","0.0-11.0-265.0","","","","","","false","","","","","","","","null","","354.90000000037253","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","301","1239225","0.0-11.0-266.0","","","","","","false","","","","","","","","338.7999999988824","","201.09999999962747","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","302","1241491","0.0-11.0-267.0","","","","","","false","","","","","","","","null","","544.2000000011176","","1","1","null","null","arrowup","[0.15,0.85,0.325,0.675]","","",""
"sailing-trial","303","1244742","0.0-11.0-268.0","","","","","","false","","","","","","","","594.5999999996275","","65.30000000074506","","1","1","arrowleft","0","arrowright","[0.15,0.85,0.325,0.675]","","",""
