"trial_type","trial_index","time_elapsed","internal_node_id","value","metadata","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","low_quality","rt","stimulus","response","button_pressed","island_rt","island_response","boat_rt","boat_response","boat","reward","island_key","island","boat_key","reward_probabilities","responses","num_errors","view_history"
"pavlovia","0","6","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","1","8","0.0-1.0","","{""task_version"":""sailing_part1_v1"",""task_condition"":""good"",""boats"":[""A"",""D"",""C"",""B""],""boats_demo"":[""G"",""F"",""H"",""E""],""islands"":[""B"",""A""],""subject_id"":""14948"",""age"":""19"",""gender"":""Female""}","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","2381","0.0-2.0","","","true","false","[]","[]","[]","[{""event"":""fullscreenenter"",""trial"":3,""time"":7364}]","false","","","","","","","","","","","","","","","","",""
"fullscreen","3","8359","0.0-3.0","","","true","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","4","11879","0.0-4.0-0.0","","","","","","","","","","2210.6666666666665","audio/beep_loop.wav"," ","","","","","","","","","","","","","",""
"audio-test","5","13617","0.0-4.0-1.0","","","","","","","","","","null","audio/turtle.mp3","","3","","","","","","","","","","","","",""
"audio-test","6","16416","0.0-4.0-2.0","","","","","","","","","","null","audio/shark.mp3","","2","","","","","","","","","","","","",""
"sailing-instructions","7","49356","0.0-5.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","8","54543","0.0-5.0-0.0-1.0-0.0","","","","false","","","","","","","","","","4061.2999999523163","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","9","58026","0.0-5.0-0.0-1.0-1.0","","","","false","","","","","","","","","","2165.100000023842","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","10","62655","0.0-5.0-0.0-1.0-2.0","","","","false","","","","","","","","","","3519.399999976158","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-instructions","11","109070","0.0-5.0-0.0-2.0","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","12","115793","0.0-5.0-0.0-3.0-0.0","","","","false","","","","","","","","","","null","","3110","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","13","120439","0.0-5.0-0.0-3.0-1.0","","","","false","","","","","","","","","","null","","1383.699999988079","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","14","125384","0.0-5.0-0.0-3.0-2.0","","","","false","","","","","","","","","","null","","1795.699999988079","","3","0","null","null","arrowright","[0,0,0,0]","","",""
"sailing-instructions","15","132866","0.0-5.0-0.0-4.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","16","161273","0.0-5.0-0.0-5.0","","","","","","","","","","24471.799999952316","","","","","","","","","","","","","","[""true"",""false"",""false"",""true""]","1",""
"sailing-instructions","17","190729","0.0-5.0-0.1-0.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","18","193151","0.0-5.0-0.1-1.1-0.1","","","","false","","","","","","","","","","1302.6000000238419","","null","","null","null","arrowleft","0","null","null","","",""
"sailing-trial","19","195180","0.0-5.0-0.1-1.1-1.1","","","","false","","","","","","","","","","915.1999999880791","","null","","null","null","arrowright","1","null","null","","",""
"sailing-trial","20","197349","0.0-5.0-0.1-1.1-2.1","","","","false","","","","","","","","","","1031.6000000238419","","null","","null","null","arrowright","1","null","null","","",""
"sailing-instructions","21","238990","0.0-5.0-0.1-2.1","","","","","","","","","","","","","","null","null","null","null","0","null","","","","","","",""
"sailing-trial","22","243001","0.0-5.0-0.1-3.1-0.1","","","","false","","","","","","","","","","null","","1325.5","","2","1","null","null","arrowleft","[1,1,1,1]","","",""
"sailing-trial","23","245895","0.0-5.0-0.1-3.1-1.1","","","","false","","","","","","","","","","null","","508.30000001192093","","3","1","null","null","arrowright","[1,1,1,1]","","",""
"sailing-trial","24","248723","0.0-5.0-0.1-3.1-2.1","","","","false","","","","","","","","","","null","","549.2000000476837","","2","0","null","null","arrowleft","[0,0,0,0]","","",""
"sailing-instructions","25","256179","0.0-5.0-0.1-4.1","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","26","264794","0.0-5.0-0.1-5.1","","","","","","","","","","7185","","","","","","","","","","","","","","[""true"",""true"",""false"",""true""]","0",""
"sailing-instructions","27","331911","0.0-6.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","28","345598","0.0-6.0-0.0-1.0","","","","","","","","","","12614.5","","","","","","","","","","","","","","[""true"",""false"",""true""]","0",""
"sailing-instructions","29","361868","0.0-7.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","30","370849","0.0-7.0-0.0-1.0-0.0","","","","false","","","","","","","","","","null","","6423.900000035763","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","31","375158","0.0-7.0-0.0-1.0-1.0","","","","false","","","","","","","","","","null","","2100.2999999523163","","1","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","32","377983","0.0-7.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1463.199999988079","","2","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","33","381075","0.0-7.0-0.0-1.0-3.0","","","","false","","","","","","","","","","null","","1040.699999988079","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-comprehension","34","401795","0.0-7.0-0.0-2.0","","","","","","","","","","19701","","","","","","","","","","","","","","[""false""]","0",""
"sailing-instructions","35","413756","0.0-8.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-comprehension","36","425798","0.0-8.0-0.0-1.0","","","","","","","","","","11050.5","","","","","","","","","","","","","","[""true""]","0",""
"sailing-instructions","37","448602","0.0-9.0-0.0-0.0","","","","","","","","","","","","","","null","null","null","null","null","null","","","","","","",""
"sailing-trial","38","455163","0.0-9.0-0.0-1.0-0.0","","","","false","","","","","","","","","","1199","","1423.4000000357628","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","39","459915","0.0-9.0-0.0-1.0-1.0","","","","false","","","","","","","","","","1165.6000000238419","","140.70000004768372","","1","1","arrowleft","0","arrowright","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","40","462968","0.0-9.0-0.0-1.0-2.0","","","","false","","","","","","","","","","null","","1131.7000000476837","","0","0","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","41","466671","0.0-9.0-0.0-1.0-3.0","","","","false","","","","","","","","","","881.3000000119209","","166.69999998807907","","2","0","arrowright","1","arrowleft","[0.2,0.8,0.2,0.8]","","",""
"sailing-trial","42","470559","0.0-9.0-0.0-1.0-4.0","","","","false","","","","","","","","","","null","","1913.199999988079","","3","1","null","null","arrowup","[0.2,0.8,0.2,0.8]","","",""
