,level_0,index,subject_id,task_part,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,gender,subject_condition,rest,rt0,rt1,response0,response1,is_optimal_first,is_optimal_second,optimal_score,categorical_age,trial_bin,is_optimal
0,0,119,9888,value training,False,./assets/img/ocean/memory/17.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,7.05,Male,3,norest,1261.199999988079,991.1000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,0,True
1,1,121,9888,value training,False,./assets/img/ocean/memory/19.jpg,ocean,10.0,False,False,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,7.05,Male,3,norest,1142.800000011921,936.8000000119209,ArrowUp,ArrowRight,False,False,30.0,Children,0,False
2,2,123,9888,value training,False,./assets/img/ocean/memory/33.jpg,ocean,23.0,False,False,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,7.05,Male,3,norest,1072.6000000238419,1001.5,ArrowUp,ArrowLeft,False,True,30.0,Children,0,False
3,3,125,9888,value training,False,./assets/img/ocean/memory/16.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,7.05,Male,3,norest,1232.300000011921,650.6000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,0,True
4,4,127,9888,value training,False,./assets/img/ocean/memory/23.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,7.05,Male,3,norest,1104.5999999642372,532.5,ArrowDown,ArrowRight,True,True,30.0,Children,0,True
5,5,129,9888,value training,False,./assets/img/ocean/memory/41.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,7.05,Male,3,norest,914.3999999761581,1045.0,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
9,9,137,9888,value training,False,./assets/img/ocean/memory/1.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,7.05,Male,3,norest,841.9000000357628,747.0999999642372,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
10,10,139,9888,value training,False,./assets/img/ocean/memory/18.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,7.05,Male,3,norest,672.1999999880791,522.8999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
11,11,141,9888,value training,False,./assets/img/ocean/memory/30.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,7.05,Male,3,norest,1866.0,1073.6000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,5,True
13,13,145,9888,value training,False,./assets/img/ocean/memory/30.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,7.05,Male,3,norest,1579.5,639.2000000476837,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
14,14,147,9888,value training,False,./assets/img/ocean/memory/17.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,7.05,Male,3,norest,885.0,687.1999999880791,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
15,15,149,9888,value training,False,./assets/img/ocean/memory/23.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,7.05,Male,3,norest,1271.300000011921,818.2000000476837,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
16,16,151,9888,value training,False,./assets/img/ocean/memory/33.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,7.05,Male,3,norest,1273.7999999523163,659.6000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
17,17,153,9888,value training,False,./assets/img/ocean/memory/0.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,7.05,Male,3,norest,1244.5999999642372,677.1000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,10,True
18,18,155,9888,value training,False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,7.05,Male,3,norest,1037.3999999761581,536.0999999642372,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
19,19,157,9888,value training,False,./assets/img/ocean/memory/21.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,7.05,Male,3,norest,1075.800000011921,581.5,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
21,21,161,9888,value training,False,./assets/img/ocean/memory/36.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,7.05,Male,3,norest,701.0,488.19999998807907,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
22,22,163,9888,value training,False,./assets/img/ocean/memory/10.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,7.05,Male,3,norest,1542.699999988079,1201.199999988079,ArrowDown,ArrowRight,True,True,30.0,Children,15,True
23,23,165,9888,value training,False,./assets/img/ocean/memory/1.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,7.05,Male,3,norest,1344.0999999642372,672.3999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
24,24,167,9888,value training,False,./assets/img/ocean/memory/16.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,7.05,Male,3,norest,669.9000000357628,577.3000000119209,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
25,25,169,9888,value training,False,./assets/img/ocean/memory/14.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,7.05,Male,3,norest,567.3000000119209,585.0999999642372,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
26,26,171,9888,value training,False,./assets/img/ocean/memory/14.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,7.05,Male,3,norest,739.1000000238419,781.0,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
27,27,173,9888,value training,False,./assets/img/ocean/memory/10.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,7.05,Male,3,norest,577.0999999642372,771.0,ArrowDown,ArrowRight,True,True,30.0,Children,20,True
28,28,175,9888,value training,False,./assets/img/ocean/memory/8.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,7.05,Male,3,norest,1269.199999988079,943.6000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
30,30,179,9888,value training,False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,7.05,Male,3,norest,1221.8999999761581,687.1999999880791,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
31,31,181,9888,value training,False,./assets/img/ocean/memory/35.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,7.05,Male,3,norest,928.6999999880791,538.0999999642372,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
33,33,185,9888,value training,False,./assets/img/ocean/memory/35.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,7.05,Male,3,norest,1201.800000011921,601.3999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
35,35,189,9888,value training,False,./assets/img/ocean/memory/25.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,7.05,Male,3,norest,1317.199999988079,446.9000000357628,ArrowDown,ArrowRight,True,True,30.0,Children,25,True
36,36,191,9888,value training,False,./assets/img/ocean/memory/27.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,7.05,Male,3,norest,1051.199999988079,749.8000000119209,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
37,37,193,9888,value training,False,./assets/img/ocean/memory/26.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,7.05,Male,3,norest,1652.9000000357628,870.0,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
38,38,195,9888,value training,False,./assets/img/ocean/memory/27.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,7.05,Male,3,norest,665.8000000119209,475.30000001192093,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
40,40,199,9888,value training,False,./assets/img/ocean/memory/18.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,7.05,Male,3,norest,1449.4000000357628,529.5,ArrowDown,ArrowRight,True,True,30.0,Children,30,True
42,42,203,9888,value training,False,./assets/img/ocean/memory/41.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,7.05,Male,3,norest,820.6999999880791,534.3999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
43,43,205,9888,value training,False,./assets/img/ocean/memory/19.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,7.05,Male,3,norest,1252.699999988079,237.10000002384186,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
44,44,207,9888,value training,False,./assets/img/ocean/memory/21.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",38,,7.05,Male,3,norest,1473.5999999642372,915.0,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
45,45,209,9888,value training,False,./assets/img/ocean/memory/25.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,7.05,Male,3,norest,1043.3999999761581,692.6000000238419,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
46,46,211,9888,value training,False,./assets/img/ocean/memory/9.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,7.05,Male,3,norest,1145.8999999761581,516.1999999880791,ArrowDown,ArrowRight,True,True,30.0,Children,35,True
47,47,213,9888,value training,False,./assets/img/ocean/memory/36.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,7.05,Male,3,norest,622.0,622.6999999880791,ArrowDown,ArrowRight,True,True,30.0,Children,40,True
48,48,215,9888,value training,False,./assets/img/ocean/memory/26.jpg,ocean,30.0,False,True,original,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,7.05,Male,3,norest,931.9000000357628,653.3999999761581,ArrowDown,ArrowRight,True,True,30.0,Children,40,True
80,80,294,9888,value training,False,./assets/img/canyon/memory/10.jpg,canyon,17.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,7.05,Male,3,norest,1400.0,1076.3999999761581,ArrowDown,ArrowRight,False,True,26.0,Children,0,False
81,81,296,9888,value training,False,./assets/img/canyon/memory/21.jpg,canyon,5.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,7.05,Male,3,norest,754.0,739.5999999642372,ArrowDown,ArrowLeft,False,False,26.0,Children,0,False
82,82,298,9888,value training,False,./assets/img/canyon/memory/1.jpg,canyon,10.0,False,False,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,7.05,Male,3,norest,1662.3999999761581,1511.9000000357628,ArrowUp,ArrowRight,True,False,26.0,Children,0,False
83,83,300,9888,value training,False,./assets/img/canyon/memory/23.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,7.05,Male,3,norest,1014.5,1192.9000000357628,ArrowUp,ArrowLeft,True,True,26.0,Children,0,True
84,84,302,9888,value training,False,./assets/img/canyon/memory/39.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,7.05,Male,3,norest,920.9000000357628,841.4000000357628,ArrowUp,ArrowLeft,True,True,26.0,Children,0,True
85,85,304,9888,value training,False,./assets/img/canyon/memory/23.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,7.05,Male,3,norest,702.5999999642372,689.0,ArrowUp,ArrowLeft,True,True,26.0,Children,5,True
86,86,306,9888,value training,False,./assets/img/canyon/memory/26.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,7.05,Male,3,norest,998.3999999761581,752.1999999880791,ArrowUp,ArrowLeft,True,True,26.0,Children,5,True
87,87,308,9888,value training,False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,7.05,Male,3,norest,708.1999999880791,961.3999999761581,ArrowUp,ArrowLeft,True,True,26.0,Children,5,True
88,88,310,9888,value training,False,./assets/img/canyon/memory/33.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,7.05,Male,3,norest,559.3999999761581,1279.3999999761581,ArrowUp,ArrowLeft,True,True,26.0,Children,5,True
89,89,312,9888,value training,False,./assets/img/canyon/memory/33.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,7.05,Male,3,norest,974.7000000476837,873.0,ArrowUp,ArrowLeft,True,True,26.0,Children,5,True
90,90,314,9888,value training,False,./assets/img/canyon/memory/14.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,7.05,Male,3,norest,551.6000000238419,626.8000000119209,ArrowUp,ArrowLeft,True,True,26.0,Children,10,True
91,91,316,9888,value training,False,./assets/img/canyon/memory/36.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,7.05,Male,3,norest,1049.1000000238419,582.0,ArrowUp,ArrowLeft,True,True,26.0,Children,10,True
92,92,318,9888,value training,False,./assets/img/canyon/memory/27.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,7.05,Male,3,norest,1928.300000011921,1579.3999999761581,ArrowUp,ArrowLeft,True,True,26.0,Children,10,True
93,93,320,9888,value training,False,./assets/img/canyon/memory/36.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,7.05,Male,3,norest,639.3999999761581,650.4000000357628,ArrowUp,ArrowLeft,True,True,26.0,Children,10,True
94,94,322,9888,value training,False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,7.05,Male,3,norest,1383.6000000238419,833.6000000238419,ArrowUp,ArrowLeft,True,True,26.0,Children,10,True
95,95,324,9888,value training,False,./assets/img/canyon/memory/41.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,7.05,Male,3,norest,1440.199999988079,795.1000000238419,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
97,97,328,9888,value training,False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,7.05,Male,3,norest,1463.9000000357628,858.3000000119209,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
98,98,330,9888,value training,False,./assets/img/canyon/memory/30.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,7.05,Male,3,norest,1543.800000011921,1162.800000011921,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
99,99,332,9888,value training,False,./assets/img/canyon/memory/26.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,7.05,Male,3,norest,1161.0,779.1999999880791,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
101,101,336,9888,value training,False,./assets/img/canyon/memory/8.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,7.05,Male,3,norest,1386.8999999761581,966.6999999880791,ArrowUp,ArrowLeft,True,True,26.0,Children,15,True
102,102,338,9888,value training,False,./assets/img/canyon/memory/35.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,7.05,Male,3,norest,1377.8999999761581,1172.0,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
103,103,340,9888,value training,False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,7.05,Male,3,norest,1208.8999999761581,1404.300000011921,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
104,104,342,9888,value training,False,./assets/img/canyon/memory/16.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,7.05,Male,3,norest,1689.3999999761581,1275.1000000238419,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
105,105,344,9888,value training,False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,7.05,Male,3,norest,1110.8999999761581,921.8000000119209,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
106,106,346,9888,value training,False,./assets/img/canyon/memory/27.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,7.05,Male,3,norest,1700.5,1071.0,ArrowUp,ArrowLeft,True,True,26.0,Children,20,True
107,107,348,9888,value training,False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,7.05,Male,3,norest,1328.199999988079,890.2999999523163,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
108,108,350,9888,value training,False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,7.05,Male,3,norest,1092.9000000357628,559.0999999642372,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
109,109,352,9888,value training,False,./assets/img/canyon/memory/17.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,7.05,Male,3,norest,1196.5,805.1000000238419,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
112,112,358,9888,value training,False,./assets/img/canyon/memory/16.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,7.05,Male,3,norest,1143.5,648.8000000119209,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
113,113,360,9888,value training,False,./assets/img/canyon/memory/21.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,7.05,Male,3,norest,1022.4000000357628,993.4000000357628,ArrowUp,ArrowLeft,True,True,26.0,Children,25,True
114,114,362,9888,value training,False,./assets/img/canyon/memory/10.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,7.05,Male,3,norest,1009.3000000119209,699.5,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
115,115,364,9888,value training,False,./assets/img/canyon/memory/8.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,7.05,Male,3,norest,819.1000000238419,639.8000000119209,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
116,116,366,9888,value training,False,./assets/img/canyon/memory/35.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,7.05,Male,3,norest,1482.199999988079,1267.5,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
119,119,372,9888,value training,False,./assets/img/canyon/memory/25.jpg,canyon,26.0,False,True,revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,7.05,Male,3,norest,1385.2999999523163,1313.5,ArrowUp,ArrowLeft,True,True,26.0,Children,30,True
