,index,subject_id,task_part,rt,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,subject_condition,rest,response0,response1,is_optimal_first,is_optimal_second,categorical_age,trial_bin
1,119,10608,value training,"[804.2999999970198,718.1999999880791]",False,./assets/img/ocean/memory/25.jpg,ocean,10.0,False,False,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,8.62,3,norest,ArrowUp,ArrowRight,False,False,Children,0
2,121,10608,value training,"[332.59999999403954,113.20000000298023]",False,./assets/img/ocean/memory/21.jpg,ocean,23.0,False,False,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,8.62,3,norest,ArrowUp,ArrowLeft,False,False,Children,0
3,123,10608,value training,"[169.29999999701977,536.3999999910593]",False,./assets/img/ocean/memory/4.jpg,ocean,8.0,False,False,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,8.62,3,norest,ArrowDown,ArrowLeft,True,True,Children,0
4,125,10608,value training,"[855.1999999880791,517]",False,./assets/img/ocean/memory/14.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,0
6,129,10608,value training,"[404.90000000596046,197.40000000596046]",False,./assets/img/ocean/memory/4.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,5
7,131,10608,value training,"[1091.800000011921,559]",False,./assets/img/ocean/memory/18.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,5
8,133,10608,value training,"[665.2999999970198,582.1000000089407]",False,./assets/img/ocean/memory/0.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,5
9,135,10608,value training,"[605.7000000029802,475]",False,./assets/img/ocean/memory/1.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,5
10,137,10608,value training,"[617.8999999910593,353]",False,./assets/img/ocean/memory/16.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,5
11,139,10608,value training,"[617.9000000059605,557.6999999880791]",False,./assets/img/ocean/memory/18.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,10
12,141,10608,value training,"[908.5999999940395,432.79999999701977]",False,./assets/img/ocean/memory/31.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,10
13,143,10608,value training,"[631.2999999970198,388.6000000089407]",False,./assets/img/ocean/memory/6.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,10
14,145,10608,value training,"[1021.5999999940395,364]",False,./assets/img/ocean/memory/27.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,10
17,151,10608,value training,"[1097.5,394.29999999701977]",False,./assets/img/ocean/memory/2.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,10
18,153,10608,value training,"[1224.5,640.0999999940395]",False,./assets/img/ocean/memory/11.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,15
19,155,10608,value training,"[759.7999999970198,1119.8999999910593]",False,./assets/img/ocean/memory/19.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,15
20,157,10608,value training,"[732.6000000089407,502]",False,./assets/img/ocean/memory/11.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,15
21,159,10608,value training,"[652.7000000029802,611.3999999910593]",False,./assets/img/ocean/memory/29.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,15
22,161,10608,value training,"[627.0999999940395,370.20000000298023]",False,./assets/img/ocean/memory/7.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,15
23,163,10608,value training,"[482,544.6000000089407]",False,./assets/img/ocean/memory/13.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,20
24,165,10608,value training,"[913.5,1146.1000000089407]",False,./assets/img/ocean/memory/40.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,20
25,167,10608,value training,"[773.5999999940395,636.5]",False,./assets/img/ocean/memory/2.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,20
27,171,10608,value training,"[1189.2999999970198,562.4000000059605]",False,./assets/img/ocean/memory/21.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,20
29,175,10608,value training,"[584.5,904.1999999880791]",False,./assets/img/ocean/memory/9.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,20
30,177,10608,value training,"[1199.4000000059605,461.8999999910593]",False,./assets/img/ocean/memory/5.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,25
31,179,10608,value training,"[840.3000000119209,575.8999999910593]",False,./assets/img/ocean/memory/0.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,25
33,183,10608,value training,"[919.7999999970198,502.29999999701977]",False,./assets/img/ocean/memory/31.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,25
35,187,10608,value training,"[838.7999999970198,310.29999999701977]",False,./assets/img/ocean/memory/9.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,25
36,189,10608,value training,"[790.6000000089407,678.4000000059605]",False,./assets/img/ocean/memory/27.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,25
37,191,10608,value training,"[653,426.1000000089407]",False,./assets/img/ocean/memory/29.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,30
38,193,10608,value training,"[721.8000000119209,416.90000000596046]",False,./assets/img/ocean/memory/6.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,30
39,195,10608,value training,"[593.2000000029802,793]",False,./assets/img/ocean/memory/1.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,30
40,197,10608,value training,"[520,1.2000000029802322]",False,./assets/img/ocean/memory/13.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,30
42,201,10608,value training,"[315.40000000596046,74]",False,./assets/img/ocean/memory/16.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,30
43,203,10608,value training,"[576.5999999940395,525.4000000059605]",False,./assets/img/ocean/memory/14.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,35
44,205,10608,value training,"[651.2000000029802,394]",False,./assets/img/ocean/memory/7.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,35
45,207,10608,value training,"[802.2999999970198,689.6000000089407]",False,./assets/img/ocean/memory/5.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",38,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,35
46,209,10608,value training,"[665.5,703.4000000059605]",False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,35
47,211,10608,value training,"[734.8999999910593,926]",False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,35
48,213,10608,value training,"[550.3999999910593,473.90000000596046]",False,./assets/img/ocean/memory/19.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,40
49,215,10608,value training,"[502.70000000298023,485.20000000298023]",False,./assets/img/ocean/memory/25.jpg,ocean,30.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,8.62,3,norest,ArrowDown,ArrowRight,True,True,Children,40
80,292,10608,value training,"[1714.2000000029802,922]",False,./assets/img/canyon/memory/25.jpg,canyon,10.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,8.62,3,norest,ArrowUp,ArrowRight,True,True,Children,0
82,296,10608,value training,"[778.3000000119209,296.30000001192093]",False,./assets/img/canyon/memory/5.jpg,canyon,17.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,8.62,3,norest,ArrowDown,ArrowRight,False,False,Children,0
83,298,10608,value training,"[222.79999999701977,114.79999999701977]",False,./assets/img/canyon/memory/21.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,0
84,300,10608,value training,"[662.1000000089407,121.3999999910593]",False,./assets/img/canyon/memory/0.jpg,canyon,5.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,8.62,3,norest,ArrowDown,ArrowLeft,False,False,Children,0
85,302,10608,value training,"[426,41.5]",False,./assets/img/canyon/memory/11.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,0
86,304,10608,value training,"[250.8999999910593,369.5]",False,./assets/img/canyon/memory/4.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,5
87,306,10608,value training,"[713.7000000029802,359.6000000089407]",False,./assets/img/canyon/memory/4.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,5
88,308,10608,value training,"[454.5,341.20000000298023]",False,./assets/img/canyon/memory/2.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,5
90,312,10608,value training,"[227.8999999910593,794.7999999970198]",False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,5
91,314,10608,value training,"[1377.7999999970198,553.5]",False,./assets/img/canyon/memory/21.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,5
92,316,10608,value training,"[851.4000000059605,29.799999997019768]",False,./assets/img/canyon/memory/29.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,10
93,318,10608,value training,"[355.40000000596046,27.599999994039536]",False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,10
94,320,10608,value training,"[930.3000000119209,344.5]",False,./assets/img/canyon/memory/16.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,10
95,322,10608,value training,"[903.9000000059605,489.6000000089407]",False,./assets/img/canyon/memory/0.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,10
96,324,10608,value training,"[560.2000000029802,301.20000000298023]",False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,10
97,326,10608,value training,"[428.80000001192093,315.59999999403954]",False,./assets/img/canyon/memory/16.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,15
98,328,10608,value training,"[644.4000000059605,1004.2000000029802]",False,./assets/img/canyon/memory/13.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,15
100,332,10608,value training,"[531.9000000059605,612.0999999940395]",False,./assets/img/canyon/memory/39.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,15
101,334,10608,value training,"[629.7999999970198,651.5]",False,./assets/img/canyon/memory/5.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,15
102,336,10608,value training,"[716.0999999940395,505.20000000298023]",False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,15
103,338,10608,value training,"[651.7000000029802,1020.0999999940395]",False,./assets/img/canyon/memory/6.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,20
104,340,10608,value training,"[633.5,664.9000000059605]",False,./assets/img/canyon/memory/40.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,20
106,344,10608,value training,"[944.4000000059605,495.79999999701977]",False,./assets/img/canyon/memory/14.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,20
109,350,10608,value training,"[615.5,711.9000000059605]",False,./assets/img/canyon/memory/13.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,20
110,352,10608,value training,"[839.6000000089407,966.9000000059605]",False,./assets/img/canyon/memory/25.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",25,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,20
111,354,10608,value training,"[714.1000000089407,1077.5]",False,./assets/img/canyon/memory/2.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",26,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,25
113,358,10608,value training,"[831.0999999940395,1260.9000000059605]",False,./assets/img/canyon/memory/1.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",27,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,25
114,360,10608,value training,"[802.3999999910593,737.8999999910593]",False,./assets/img/canyon/memory/27.jpg,canyon,10.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",28,,8.62,3,norest,ArrowUp,ArrowRight,True,True,Children,25
115,362,10608,value training,"[664.5,1192.1000000089407]",False,./assets/img/canyon/memory/19.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",29,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,25
116,364,10608,value training,"[398,1572.6000000089407]",False,./assets/img/canyon/memory/6.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",30,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,25
117,366,10608,value training,"[1630,839.7000000029802]",False,./assets/img/canyon/memory/9.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",31,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,30
118,368,10608,value training,"[639.6000000089407,420.09999999403954]",False,./assets/img/canyon/memory/18.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",32,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,30
119,370,10608,value training,"[450,529.2999999970198]",False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,30
120,372,10608,value training,"[578,199.6000000089407]",False,./assets/img/canyon/memory/9.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,30
121,374,10608,value training,"[310.70000000298023,622.7000000029802]",False,./assets/img/canyon/memory/11.jpg,canyon,26.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,8.62,3,norest,ArrowUp,ArrowLeft,True,True,Children,30
