,index,subject_id,task_part,rt,timeout,stimulus,environment,score,isCatch,correct,block_condition,block_order,rewardMap,trial_num,ground_truth,age,subject_condition,rest,response0,response1,is_optimal_first,is_optimal_second,categorical_age,trial_bin
3759,197,9147,value training,"[586.5999999998603,533.5]",False,./assets/img/canyon/memory/13.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",33,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,30
3760,199,9147,value training,"[913.1999999999534,588.3000000000466]",False,./assets/img/canyon/memory/7.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",34,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,30
3761,201,9147,value training,"[933.6999999999534,617.5]",False,./assets/img/canyon/memory/3.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",35,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,30
3762,203,9147,value training,"[752.8000000000466,562.3000000000466]",False,./assets/img/canyon/memory/20.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",36,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,35
3763,205,9147,value training,"[1396.8999999999069,708.1000000000931]",False,./assets/img/canyon/memory/37.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",37,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,35
3766,211,9147,value training,"[647.1000000000931,311.30000000004657]",False,./assets/img/canyon/memory/31.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",39,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,35
3767,213,9147,value training,"[459.39999999990687,299.19999999995343]",False,./assets/img/canyon/memory/22.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",40,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,35
3768,215,9147,value training,"[579.3000000000466,427.89999999990687]",False,./assets/img/canyon/memory/37.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",41,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,40
3769,217,9147,value training,"[845,249.10000000009313]",False,./assets/img/canyon/memory/20.jpg,canyon,26.0,False,True,Control,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",42,,8.57,5,norest,ArrowUp,ArrowLeft,True,True,Children,40
3801,296,9147,value training,"[1691.5,840.6999999997206]",False,./assets/img/ocean/memory/41.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",1,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,0
3802,298,9147,value training,"[922.1000000000931,640.5]",False,./assets/img/ocean/memory/37.jpg,ocean,8.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",2,,8.57,5,norest,ArrowDown,ArrowLeft,True,True,Children,0
3803,300,9147,value training,"[370.8000000002794,656.7000000001863]",False,./assets/img/ocean/memory/9.jpg,ocean,10.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",3,,8.57,5,norest,ArrowUp,ArrowRight,False,False,Children,0
3804,302,9147,value training,"[549.8000000002794,508.5]",False,./assets/img/ocean/memory/18.jpg,ocean,23.0,False,False,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",4,,8.57,5,norest,ArrowUp,ArrowLeft,False,False,Children,0
3806,306,9147,value training,"[403.8000000002794,517.1000000000931]",False,./assets/img/ocean/memory/3.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",5,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,0
3808,310,9147,value training,"[791,493.20000000018626]",False,./assets/img/ocean/memory/20.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",6,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,5
3809,312,9147,value training,"[1085.8999999999069,614.2999999998137]",False,./assets/img/ocean/memory/32.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",7,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,5
3810,314,9147,value training,"[658.5,287.39999999990687]",False,./assets/img/ocean/memory/7.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",8,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,5
3811,316,9147,value training,"[1023.8000000002794,282.70000000018626]",False,./assets/img/ocean/memory/10.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",9,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,5
3812,318,9147,value training,"[924.1999999997206,95.60000000009313]",False,./assets/img/ocean/memory/35.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",10,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,5
3813,320,9147,value training,"[792.6000000000931,301]",False,./assets/img/ocean/memory/10.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",11,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,10
3814,322,9147,value training,"[1538.2000000001863,412.79999999981374]",False,./assets/img/ocean/memory/13.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",12,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,10
3815,324,9147,value training,"[792.5999999996275,397.6999999997206]",False,./assets/img/ocean/memory/31.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",13,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,10
3816,326,9147,value training,"[1046.3000000002794,446.20000000018626]",False,./assets/img/ocean/memory/31.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",14,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,10
3817,328,9147,value training,"[782.2000000001863,352.70000000018626]",False,./assets/img/ocean/memory/9.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",15,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,10
3818,330,9147,value training,"[1001.6000000000931,390]",False,./assets/img/ocean/memory/0.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",16,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,15
3819,332,9147,value training,"[672.7999999998137,552.3999999999069]",False,./assets/img/ocean/memory/22.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",17,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,15
3820,334,9147,value training,"[583.5,349.6999999997206]",False,./assets/img/ocean/memory/6.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",18,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,15
3821,336,9147,value training,"[564.3999999999069,353.70000000018626]",False,./assets/img/ocean/memory/32.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",19,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,15
3823,340,9147,value training,"[503.6999999997206,401.6999999997206]",False,./assets/img/ocean/memory/23.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",20,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,15
3824,342,9147,value training,"[780.3000000002794,502.20000000018626]",False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",21,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,20
3825,344,9147,value training,"[744.7000000001863,627.5]",False,./assets/img/ocean/memory/8.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",22,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,20
3826,346,9147,value training,"[734.1000000000931,632.8999999999069]",False,./assets/img/ocean/memory/39.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",23,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,20
3827,348,9147,value training,"[709.1000000000931,321.60000000009313]",False,./assets/img/ocean/memory/17.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",24,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,20
3828,350,9147,value training,"[844.3000000002794,356.3000000002794]",False,./assets/img/ocean/memory/0.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",25,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,20
3829,352,9147,value training,"[710.6000000000931,331.5]",False,./assets/img/ocean/memory/33.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",26,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,25
3830,354,9147,value training,"[760.2000000001863,552.9000000003725]",False,./assets/img/ocean/memory/41.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",27,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,25
3831,356,9147,value training,"[605.4000000003725,529.1999999997206]",False,./assets/img/ocean/memory/23.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",28,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,25
3832,358,9147,value training,"[905.2000000001863,904.8999999999069]",False,./assets/img/ocean/memory/3.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",29,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,25
3833,360,9147,value training,"[1028.3999999999069,571.1000000000931]",False,./assets/img/ocean/memory/17.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",30,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,25
3834,362,9147,value training,"[803,557.3999999999069]",False,./assets/img/ocean/memory/37.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",31,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,30
3835,364,9147,value training,"[879,676.8000000002794]",False,./assets/img/ocean/memory/7.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",32,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,30
3836,366,9147,value training,"[696.8999999999069,490.5]",False,./assets/img/ocean/memory/33.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",33,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,30
3837,368,9147,value training,"[648.1999999997206,419.5]",False,./assets/img/ocean/memory/18.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",34,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,30
3839,372,9147,value training,"[605.6999999997206,474.79999999981374]",False,./assets/img/ocean/memory/40.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",35,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,30
3842,378,9147,value training,"[1602.2000000001863,941.5]",False,./assets/img/ocean/memory/6.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",36,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,35
3844,382,9147,value training,"[783.6000000000931,454.09999999962747]",False,./assets/img/ocean/memory/35.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",37,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,35
3845,384,9147,value training,"[1017.1000000000931,450.40000000037253]",False,./assets/img/ocean/memory/20.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",38,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,35
3846,386,9147,value training,"[733.4000000003725,568.6000000000931]",False,./assets/img/ocean/memory/13.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",39,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,35
3847,388,9147,value training,"[869.3999999999069,707.5]",False,./assets/img/ocean/memory/40.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",40,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,35
3848,390,9147,value training,"[1220.5,603.6000000000931]",False,./assets/img/ocean/memory/8.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",41,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,40
3849,392,9147,value training,"[759.6999999997206,359.70000000018626]",False,./assets/img/ocean/memory/22.jpg,ocean,30.0,False,True,Revaluation,2.0,"{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}",42,,8.57,5,norest,ArrowDown,ArrowRight,True,True,Children,40
3968,121,9986,value training,"[1159.7000000476837,329.89999997615814]",False,./assets/img/ocean/memory/28.jpg,ocean,10.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",1,,23.62,4,norest,ArrowUp,ArrowRight,True,True,Adults,0
3969,123,9986,value training,"[1173.4000000357628,366.39999997615814]",False,./assets/img/ocean/memory/24.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",2,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,0
3970,125,9986,value training,"[427.5999999642372,599]",False,./assets/img/ocean/memory/13.jpg,ocean,5.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",3,,23.62,4,norest,ArrowDown,ArrowLeft,False,False,Adults,0
3971,127,9986,value training,"[445.4000000357628,244.69999998807907]",False,./assets/img/ocean/memory/5.jpg,ocean,17.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",4,,23.62,4,norest,ArrowDown,ArrowRight,False,False,Adults,0
3972,129,9986,value training,"[478.60000002384186,183.69999998807907]",False,./assets/img/ocean/memory/13.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",5,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,0
3973,131,9986,value training,"[417,32.80000001192093]",False,./assets/img/ocean/memory/33.jpg,ocean,10.0,False,False,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",6,,23.62,4,norest,ArrowUp,ArrowRight,True,True,Adults,5
3974,133,9986,value training,"[46.299999952316284,295.2000000476837]",False,./assets/img/ocean/memory/6.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",7,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,5
3975,135,9986,value training,"[704.5,284.60000002384186]",False,./assets/img/ocean/memory/8.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",8,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,5
3976,137,9986,value training,"[874.6999999880791,324.30000001192093]",False,./assets/img/ocean/memory/20.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",9,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,5
3977,139,9986,value training,"[531.1000000238419,346.80000001192093]",False,./assets/img/ocean/memory/38.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",10,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,5
3978,141,9986,value training,"[513.6000000238419,201.9000000357628]",False,./assets/img/ocean/memory/10.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",11,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,10
3980,145,9986,value training,"[709.2000000476837,431.7000000476837]",False,./assets/img/ocean/memory/31.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",12,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,10
3981,147,9986,value training,"[630.8999999761581,107.30000001192093]",False,./assets/img/ocean/memory/17.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",13,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,10
3982,149,9986,value training,"[404.2999999523163,185.80000001192093]",False,./assets/img/ocean/memory/38.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",14,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,10
3983,151,9986,value training,"[389.39999997615814,86.70000004768372]",False,./assets/img/ocean/memory/22.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",15,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,10
3984,153,9986,value training,"[779,112.19999998807907]",False,./assets/img/ocean/memory/10.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",16,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,15
3986,157,9986,value training,"[518.7000000476837,514.3000000119209]",False,./assets/img/ocean/memory/26.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",17,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,15
3987,159,9986,value training,"[439.89999997615814,163.30000001192093]",False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",18,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,15
3988,161,9986,value training,"[785.5,255]",False,./assets/img/ocean/memory/11.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",19,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,15
3989,163,9986,value training,"[681.1999999880791,284.89999997615814]",False,./assets/img/ocean/memory/8.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",20,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,15
3990,165,9986,value training,"[847.8000000119209,419.80000001192093]",False,./assets/img/ocean/memory/28.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",21,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,20
3991,167,9986,value training,"[707.6999999880791,321.0999999642372]",False,./assets/img/ocean/memory/27.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",22,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,20
3992,169,9986,value training,"[845.6000000238419,296.69999998807907]",False,./assets/img/ocean/memory/11.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",23,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,20
3993,171,9986,value training,"[864,453.80000001192093]",False,./assets/img/ocean/memory/3.jpg,ocean,26.0,False,True,Revaluation,1.0,"{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}",24,,23.62,4,norest,ArrowUp,ArrowLeft,True,True,Adults,20
