"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","2087","0.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","[{""event"":""blur"",""trial"":1,""time"":27514},{""event"":""focus"",""trial"":1,""time"":36865},{""event"":""blur"",""trial"":1,""time"":39609},{""event"":""focus"",""trial"":1,""time"":114939},{""event"":""blur"",""trial"":1,""time"":173538},{""event"":""focus"",""trial"":1,""time"":173538}]"
