"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","1533","0.0-0.0","pilot_wm_v1","null","7","null","null","false","[{""event"":""blur"",""trial"":1,""time"":1909}]"
