"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","5331","0.0-0.0","pilot_wm_v1","6666f5d8c04b8d17bd3a4d8a","5","null","null","false","[{""event"":""blur"",""trial"":1,""time"":5928},{""event"":""focus"",""trial"":1,""time"":9556},{""event"":""blur"",""trial"":1,""time"":10929},{""event"":""focus"",""trial"":1,""time"":224682}]"
