"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","1382","0.0-0.0","pilot_wm_v1","5bf28a086d4c3e00014410f7","6","null","null","false","[{""event"":""blur"",""trial"":1,""time"":91369},{""event"":""focus"",""trial"":1,""time"":91379},{""event"":""blur"",""trial"":1,""time"":99476},{""event"":""focus"",""trial"":1,""time"":99480}]"
