"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","2358","0.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","[{""event"":""blur"",""trial"":1,""time"":18663},{""event"":""focus"",""trial"":1,""time"":22989},{""event"":""blur"",""trial"":1,""time"":29245},{""event"":""focus"",""trial"":1,""time"":29245}]"
