"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","4194","0.0-0.0","pilot_wm_v1","6666f5d8c04b8d17bd3a4d8a","5","null","null","false","[{""event"":""blur"",""trial"":1,""time"":20167},{""event"":""focus"",""trial"":1,""time"":150051},{""event"":""blur"",""trial"":1,""time"":237486}]"
