"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","2368","0.0-0.0","pilot_wm_v1","663b4971ffe327222be31c2f","3","null","null","true","[{""event"":""blur"",""trial"":1,""time"":174299},{""event"":""focus"",""trial"":1,""time"":306143},{""event"":""blur"",""trial"":1,""time"":307532},{""event"":""focus"",""trial"":1,""time"":323019},{""event"":""blur"",""trial"":1,""time"":324304},{""event"":""focus"",""trial"":1,""time"":326664},{""event"":""blur"",""trial"":1,""time"":327757},{""event"":""focus"",""trial"":1,""time"":363812},{""event"":""blur"",""trial"":1,""time"":365314},{""event"":""focus"",""trial"":1,""time"":860256},{""event"":""blur"",""trial"":1,""time"":867533}]"
