"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","browser_interaction"
"pavlovia","0","1414","0.0-0.0","pilot_wm_v1","66377b92cc73b915298b1bf5","8","null","null","false","[{""event"":""blur"",""trial"":1,""time"":82083},{""event"":""focus"",""trial"":1,""time"":82095}]"
