"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","1910","0.0-0.0","spark_pilot_norest","8211","7","22","Male","[{""event"":""blur"",""trial"":1,""time"":30012},{""event"":""focus"",""trial"":1,""time"":144550}]"
