"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","3687","0.0-0.0","spark_pilot_norest","8170","2","10","Female","[{""event"":""blur"",""trial"":1,""time"":113391},{""event"":""focus"",""trial"":1,""time"":113394}]"
