"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","2209","0.0-0.0","spark_pilot_norest","10037","6","10","Female","[{""event"":""blur"",""trial"":1,""time"":253140},{""event"":""focus"",""trial"":1,""time"":342466},{""event"":""blur"",""trial"":1,""time"":350592},{""event"":""focus"",""trial"":1,""time"":357534},{""event"":""blur"",""trial"":1,""time"":359169},{""event"":""focus"",""trial"":1,""time"":372447},{""event"":""blur"",""trial"":1,""time"":374960},{""event"":""focus"",""trial"":1,""time"":5427820},{""event"":""blur"",""trial"":1,""time"":5428609},{""event"":""focus"",""trial"":1,""time"":29216170},{""event"":""blur"",""trial"":1,""time"":29217177},{""event"":""focus"",""trial"":1,""time"":29241494},{""event"":""blur"",""trial"":1,""time"":29243131},{""event"":""focus"",""trial"":1,""time"":29250946}]"
