"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","browser_interaction"
"pavlovia","0","5296","0.0-0.0","spark_pilot_norest","8335","8","14","Male","[{""event"":""focus"",""trial"":0,""time"":13},{""event"":""blur"",""trial"":0,""time"":4677},{""event"":""focus"",""trial"":1,""time"":12079},{""event"":""blur"",""trial"":1,""time"":17645},{""event"":""focus"",""trial"":1,""time"":39800},{""event"":""blur"",""trial"":1,""time"":44923},{""event"":""focus"",""trial"":1,""time"":44998},{""event"":""blur"",""trial"":1,""time"":46567}]"
