"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","condition","order","trial_num","key_press","ground_truth","bonus"
"pavlovia","0","1077","0.0-0.0","spark_pilot_norest","8597","7","12","Male","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","27622","0.0-1.0","spark_pilot_norest","8597","7","12","Male","true","false","[]","[]","[]","[{""event"":""blur"",""trial"":2,""time"":36815},{""event"":""focus"",""trial"":2,""time"":45673},{""event"":""fullscreenenter"",""trial"":2,""time"":45904},{""event"":""blur"",""trial"":11,""time"":136469},{""event"":""focus"",""trial"":11,""time"":139336},{""event"":""blur"",""trial"":13,""time"":162483},{""event"":""focus"",""trial"":13,""time"":164510},{""event"":""blur"",""trial"":61,""time"":373310},{""event"":""focus"",""trial"":61,""time"":377214},{""event"":""blur"",""trial"":115,""time"":617304},{""event"":""focus"",""trial"":115,""time"":620846},{""event"":""blur"",""trial"":115,""time"":621135},{""event"":""focus"",""trial"":115,""time"":642395},{""event"":""blur"",""trial"":217,""time"":985943},{""event"":""focus"",""trial"":219,""time"":992280},{""event"":""blur"",""trial"":270,""time"":1171230},{""event"":""focus"",""trial"":291,""time"":1265447},{""event"":""blur"",""trial"":292,""time"":1466806},{""event"":""focus"",""trial"":292,""time"":16363039},{""event"":""blur"",""trial"":336,""time"":16516501},{""event"":""focus"",""trial"":337,""time"":16519453},{""event"":""blur"",""trial"":468,""time"":16861943},{""event"":""focus"",""trial"":468,""time"":16862174}]","","","","","","","","","","","","","","","",""
"fullscreen","2","46899","0.0-2.0","spark_pilot_norest","8597","7","12","Male","true","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","3","51643","0.0-3.0-0.0-0.0","spark_pilot_norest","8597","7","12","Male","","","","","","","4661","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","4","61705","0.0-3.0-0.1-0.1","spark_pilot_norest","8597","7","12","Male","","","","","","","9051","./assets/audio/audiotest/turtle.mp3","4","audio_test","","","","","","","","","","","",""
"audio-button-response","5","65330","0.0-3.0-0.2-0.2","spark_pilot_norest","8597","7","12","Male","","","","","","","2608","./assets/audio/audiotest/turtle.mp3","2","audio_test","","","","","","","","","","","",""
"learning-instructions","6","75928","0.0-3.0-1.0-0.0","spark_pilot_norest","8597","7","12","Male","","","","","","","3607.199999809265","<p> Welcome! Please remember to stay in fullscreen mode and don't click away from the experiment. </p>","","instructions","","","","","","","","","","","",""
"learning-instructions","7","88495","0.0-3.0-1.0-0.1","spark_pilot_norest","8597","7","12","Male","","","","","","","4148","<p> Today you will be playing a game to earn treasure. </p>
            <p> At the end of the experiment, you will earn a bonus based on how much treasure you find. </p>
            <img src='./assets/img/instructions/treasure.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","8","99652","0.0-3.0-1.0-0.2","spark_pilot_norest","8597","7","12","Male","","","","","","","2895.5","<p> Animals have hidden treasure in treasure chests. </p>
            <p> You need to first find an animal and then choose which of their treasure chests to search. </p>
            <img src='./assets/img/space/animals/cat.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
"learning-instructions","9","115049","0.0-3.0-1.0-0.3","spark_pilot_norest","8597","7","12","Male","","","","","","","2253.2999999523163","<p> In each round, you will search for treasure in a different place. In the real game, there will be two rounds. </p>
            <p> You will begin with a separate, practice round where you will search for treasure in outer space. </p>
            <img src='./assets/img/space/0.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","",""
